Brands,Type,SKU,MPN,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Sale price,Date sale price starts,Date sale price ends,Regular price,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Shipping class,Allow customer reviews?,Purchase note,Categories,Tags,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:_dtb_seo_title,meta:_dtb_seo_description,ID,_source,_reference_section,_reference_catalog_page
TapeTech,simple,,CH55TT,TapeTech 55 mm Cove Applicator Head CH55TT,1,0,visible,TapeTech 55 mm Cove Applicator Head CH55TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,TapeTech 55 mm Cove Applicator Head CH55TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Applicator Heads > Cove Applicator Head,,,,,,,,,,,622,Brand,TapeTech,1,1,0,,,,,,TapeTech 55 mm Cove Applicator Head CH55TT,TapeTech 55 mm Cove Applicator Head CH55TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,missing_reference_template,Applicator Heads,17
TapeTech,simple,,CH75TT,TapeTech 75 mm Cove Applicator Head CH75TT,1,0,visible,TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Applicator Heads > Cove Applicator Head,,,,,,,,,,,623,Brand,TapeTech,1,1,0,,,,,,TapeTech 75 mm Cove Applicator Head CH75TT,TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,missing_reference_template,Applicator Heads,17
TapeTech,simple,,CH83TT,TapeTech 83 mm Cove Applicator Head CH83TT,1,0,visible,TapeTech 83 mm Cove Applicator Head CH83TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,TapeTech 83 mm Cove Applicator Head CH83TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Applicator Heads > Cove Applicator Head,,,,,,,,,,,624,Brand,TapeTech,1,1,0,,,,,,TapeTech 83 mm Cove Applicator Head CH83TT,TapeTech 83 mm Cove Applicator Head CH83TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,missing_reference_template,Applicator Heads,17
TapeTech,simple,,CH90TT,TapeTech 90 mm Cove Applicator Head CH90TT,1,0,visible,TapeTech 90 mm Cove Applicator Head CH90TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,TapeTech 90 mm Cove Applicator Head CH90TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Applicator Heads > Cove Applicator Head,,,,,,,,,,,625,Brand,TapeTech,1,1,0,,,,,,TapeTech 90 mm Cove Applicator Head CH90TT,TapeTech 90 mm Cove Applicator Head CH90TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhes...,,missing_reference_template,Applicator Heads,17
TapeTech,simple,,CTADJUST-IN,TapeTech Carbon Steel Clipped & Pointed Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,626,Brand,TapeTech,1,1,0,,,,,,TapeTech Carbon Steel Clipped & Pointed Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,FBH2642TT-CF,"Extends from 26"" to 42""",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Carbon Fiber Box Handle,,,,,,,,,,,627,Brand,TapeTech,1,1,0,,,,,,"Extends from 26"" to 42""",,,missing_reference_template,Carbon Fiber Extension Box Handles,31
TapeTech,simple,,FBH4272TT-CF,"Extends from 42"" to 72""",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Carbon Fiber Box Handle,,,,,,,,,,,628,Brand,TapeTech,1,1,0,,,,,,"Extends from 42"" to 72""",,,missing_reference_template,Carbon Fiber Extension Box Handles,31
TapeTech,simple,,FS1106,FLEX 2-Drawer Stack Pack,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,629,Brand,TapeTech,1,1,0,,,,,,FLEX 2-Drawer Stack Pack,,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,FS1108,FLEX Roller Drawer Stack Pack,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,630,Brand,TapeTech,1,1,0,,,,,,FLEX Roller Drawer Stack Pack,,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,FS1501,"Track LockTM 32"" Wall Mount Rail Base",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,631,Brand,TapeTech,1,1,0,,,,,,"Track LockTM 32"" Wall Mount Rail Base",,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,FS1501-2,"Track LockTM 32"" Wall Mount Rail Base 2PK",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,632,Brand,TapeTech,1,1,0,,,,,,"Track LockTM 32"" Wall Mount Rail Base 2PK",,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,GSR-TT,TapeTech Gooseneck Riser GSR-TT,1,0,visible,TapeTech Gooseneck Riser GSR-TT for Loading Pump 76TT-CA,TapeTech Gooseneck Riser GSR-TT for Loading Pump 76TT-CA,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Loading Pumps > Gooseneck Riser,,,,,,,,,,,633,Brand,TapeTech,1,1,0,,,,,,TapeTech Gooseneck Riser GSR-TT,TapeTech Gooseneck Riser GSR-TT for Loading Pump 76TT-CA,,missing_reference_template,Loading Pumps,13
TapeTech,simple,,HAWK001-PS,"13"" x 13ʺ Aluminum Hawk",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Mud Pans & Hawks > Finishing Hawk,,,,,,,,,,,634,Brand,TapeTech,1,1,0,,,,,,"13"" x 13ʺ Aluminum Hawk",,,missing_reference_template,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44
TapeTech,simple,,HAWK002-PS,"13"" x 13ʺ Premium Anodized Hawk",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Mud Pans & Hawks > Finishing Hawk,,,,,,,,,,,635,Brand,TapeTech,1,1,0,,,,,,"13"" x 13ʺ Premium Anodized Hawk",,,missing_reference_template,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44
TapeTech,simple,,JCT01TT,TapeTech Jam Clearing Tool,1,0,visible,"TapeTech Jam Clearing Tool TapeTech created this tape and mud jam clearing tool to swiftly unclog automatic taper jams, avoiding slowdowns on the jobsite.","TapeTech Jam Clearing Tool TapeTech created this tape and mud jam clearing tool to swiftly unclog automatic taper jams, avoiding slowdowns on the jobsite.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Tools of the Trade > Jam Clearing > Jam Clearing Tool,,,,,,,,,,,636,Brand,TapeTech,1,1,0,,,,,,TapeTech Jam Clearing Tool,"TapeTech Jam Clearing Tool TapeTech created this tape and mud jam clearing tool to swiftly unclog automatic taper jams, avoiding slowdowns on the jobsite.",,missing_reference_template,Tools of the Trade,45
TapeTech,simple,,MP12SSTT,STAINLESS,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Mud Pans & Hawks > Mud Pan,,,,,,,,,,,637,Brand,TapeTech,1,1,0,,,,,,STAINLESS,,,missing_reference_template,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44
TapeTech,simple,,MP14SSTT,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Mud Pans & Hawks > Mud Pan,,,,,,,,,,,638,Brand,TapeTech,1,1,0,,,,,,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",,,missing_reference_template,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44
TapeTech,simple,,MT01TT,9-in-1 Stainless Steel Multi-tool,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Tools of the Trade > Multi-tools > 9-in-1 Stainless Steel Multi-tool,,,,,,,,,,,639,Brand,TapeTech,1,1,0,,,,,,9-in-1 Stainless Steel Multi-tool,,,missing_reference_template,Tools of the Trade,45
TapeTech,simple,,NSW01,Wheel Kit - Nailspotter,1,0,visible,"TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing.","TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,640,Brand,TapeTech,1,1,0,,,,,,Wheel Kit - Nailspotter,"TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing.",,missing_reference_template,Nail Spotters,18
TapeTech,simple,,PKL001,Pocket Kicker Lift Tool,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Tools of the Trade > Lift Tools > Pocket Kicker Lift Tool,,,,,,,,,,,641,Brand,TapeTech,1,1,0,,,,,,Pocket Kicker Lift Tool,,,missing_reference_template,Tools of the Trade,45
TapeTech,simple,,PMP001,"30"" Premium Paddle Mixer",1,0,visible,"30"" Premium Paddle Mixer The TapeTech PMP001 30′′ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout...","30"" Premium Paddle Mixer The TapeTech PMP001 30′′ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Tools of the Trade > Mixing Paddle > Mixing Paddle,,,,,,,,,,,642,Brand,TapeTech,1,1,0,,,,,,"30"" Premium Paddle Mixer","30"" Premium Paddle Mixer The TapeTech PMP001 30′′ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout...",,missing_reference_template,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44
TapeTech,simple,,RTC20TT,"TapeTech 20"" Radius Trowel - Curved",1,0,visible,"TapeTech 20"" Radius Trowel - Curved RTC20TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.","TapeTech 20"" Radius Trowel - Curved RTC20TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,643,Brand,TapeTech,1,1,0,,,,,,"TapeTech 20"" Radius Trowel - Curved","TapeTech 20"" Radius Trowel - Curved RTC20TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.",,missing_reference_template,Radius Trowels,43
TapeTech,simple,,RTC26TT,"TapeTech 26"" Radius Trowel - Curved",1,0,visible,"TapeTech 26"" Radius Trowel - Curved RTC26TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.","TapeTech 26"" Radius Trowel - Curved RTC26TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,644,Brand,TapeTech,1,1,0,,,,,,"TapeTech 26"" Radius Trowel - Curved","TapeTech 26"" Radius Trowel - Curved RTC26TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look.",,missing_reference_template,Radius Trowels,43
TapeTech,simple,,RTS20TT,"TapeTech 20"" Radius Trowel - Straight",1,0,visible,"TapeTech 20"" Radius Trowel - Straight RTS20TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.","TapeTech 20"" Radius Trowel - Straight RTS20TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,645,Brand,TapeTech,1,1,0,,,,,,"TapeTech 20"" Radius Trowel - Straight","TapeTech 20"" Radius Trowel - Straight RTS20TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.",,missing_reference_template,Radius Trowels,43
TapeTech,simple,,RTS26TT,"TapeTech 26"" Radius Trowel - Straight",1,0,visible,"TapeTech 26"" Radius Trowel - Straight RTS26TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.","TapeTech 26"" Radius Trowel - Straight RTS26TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,646,Brand,TapeTech,1,1,0,,,,,,"TapeTech 26"" Radius Trowel - Straight","TapeTech 26"" Radius Trowel - Straight RTS26TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look.",,missing_reference_template,Radius Trowels,43
TapeTech,simple,,T-RAXX-LP,T-RAXX Loading Pump Holder,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,647,Brand,TapeTech,1,1,0,,,,,,T-RAXX Loading Pump Holder,,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,T-RAXX-RG,T-RAXX Reducer Gasket,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,648,Brand,TapeTech,1,1,0,,,,,,T-RAXX Reducer Gasket,,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,T-RAXX01,TapeTech T-RAXX01 T-RAXXTM Taping Tool Rack System,1,0,visible,TapeTech T-RAXXTM Taping Tool Rack System T-RAXX01 The first and only professional tool rack system designed to securely hold Automatic Taping & Finishing (ATF)...,TapeTech T-RAXXTM Taping Tool Rack System T-RAXX01 The first and only professional tool rack system designed to securely hold Automatic Taping & Finishing (ATF)...,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,649,Brand,TapeTech,1,1,0,,,,,,TapeTech T-RAXX01 T-RAXXTM Taping Tool Rack System,TapeTech T-RAXXTM Taping Tool Rack System T-RAXX01 The first and only professional tool rack system designed to securely hold Automatic Taping & Finishing (ATF)...,,missing_reference_template,T-RAXX Tool Rack System,60
TapeTech,simple,,TC01TT,TapeTech Tool Caddy TC01TT,1,0,visible,TapeTech Tool Caddy TC01TT The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier.,TapeTech Tool Caddy TC01TT The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier.,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Semi-Automatic Tools > Adapters & Accessories > Tool Caddy,,,,,,,,,,,650,Brand,TapeTech,1,1,0,,,,,,TapeTech Tool Caddy TC01TT,TapeTech Tool Caddy TC01TT The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier.,,missing_reference_template,Compound Tubes & Tool Caddy,59
TapeTech,simple,,TG110565-GS,Premium Gold Trowels,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,651,Brand,TapeTech,1,1,0,,,,,,Premium Gold Trowels,,,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG12053-PS,"TapeTech 12"" x 4.3"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 12"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12053-PS","TapeTech 12"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12053-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,652,Brand,TapeTech,1,1,0,,,,,,"TapeTech 12"" x 4.3"" Premium Gold Finishing Trowel","TapeTech 12"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12053-PS",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG12054-PS,"TapeTech 12"" x 4.7"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 12"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12054-PS","TapeTech 12"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12054-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,653,Brand,TapeTech,1,1,0,,,,,,"TapeTech 12"" x 4.7"" Premium Gold Finishing Trowel","TapeTech 12"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG12054-PS",,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG120565-CY,"12"" Curry-Style Finishing Trowel",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,654,Brand,TapeTech,1,1,0,,,,,,"12"" Curry-Style Finishing Trowel",,,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TG120565-GS,Premium Gold Trowels,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,655,Brand,TapeTech,1,1,0,,,,,,Premium Gold Trowels,,,missing_reference_template,Premium Drywall Trowels,39
