Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
simple,7166,,level5-taper-tube-7166,Level5 Taper Tube,1,visible,The Level5 Taper Tube is a high-quality replacement part engineered for seamless compatibility with the 4-760 automatic taper. It ensures consistent performance and durability for professional drywall finishing tasks.,"<p>Level5 Taper Tube is a precision-engineered replacement component designed for the Level 5 automatic taper system. It provides the structural integrity and smooth interior surface required for consistent compound flow and reliable tool performance. <p>This essential part ensures your finishing equipment maintains peak efficiency during high-volume drywall applications, reducing downtime and maintaining professional standards on the job site.</p><h3>Features:</h3><ul><li><strong>High-Grade Construction:</strong> Built from durable materials to withstand the rigors of daily drywall finishing and heavy use.</li><li><strong>Seamless Compatibility:</strong> Specifically engineered to fit Level 5 automatic taper model 4-760 for a perfect fit.</li><li><strong>Optimized Flow:</strong> Features a smooth internal bore to prevent compound buildup and ensure even distribution during application.</li><li><strong>Professional Durability:</strong> Designed to meet the demands of trade professionals who require reliable tool maintenance.</li></ul></p>",350.99,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Taper Tube,"main tube, taper body, replacement cylinder, automatic taper housing",2026-05-07,v2-production-normalized,Level 5 Taper Tube | Replacement Part for 4-760 Taper,Genuine Level 5 Taper Tube (SKU 7166). Precision replacement part for the 4-760 automatic taper. Durable construction for professional drywall finishing.,/product/level5-taper-tube-7166/,"index, follow",Level 5 Taper Tube 7166,"automatic taper parts, drywall taper tube, Level 5 4-760 parts, drywall finishing tool repair"
simple,7168,,level5-s-hook-7168,Level5 S - Hook,1,visible,The Level5 S-Hook is a high-quality replacement part engineered for the 4-760 Automatic Taper. It ensures reliable mechanical performance and long-term durability for professional drywall finishers.,"<p>Level5 S - Hook is a precision-engineered replacement component designed specifically for the Level 5 Automatic Taper. This essential hardware piece ensures the internal mechanism operates with the tension and reliability required for high-volume drywall finishing. Built to the exact specifications of the original equipment, this S-hook maintains the structural integrity of your taping tool. It provides a secure connection point within the assembly, preventing downtime during critical phases of a project.</p><p><strong>Features:</strong></p><ul><li><strong>OEM Compatibility:</strong> Designed specifically for use with the Level 5 4-760 Automatic Taper.</li><li><strong>Durable Construction:</strong> Manufactured from high-grade materials to withstand the rigors of daily professional use.</li><li><strong>Precision Fit:</strong> Ensures seamless integration with existing internal components for smooth tool operation.</li></ul>",3.14,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Automatic Taper Parts,"Tension Hook, Taper Connector, Replacement S-Hook",2026-05-07,v2-production-normalized,Level 5 S-Hook 7168 | Automatic Taper Replacement Part,Genuine Level 5 S-Hook (SKU 7168) for the 4-760 Automatic Taper. Ensure reliable drywall tool performance with this precision-engineered replacement part.,/product/level5-s-hook-7168/,"index, follow",Level 5 S-Hook,"Automatic Taper Parts, Drywall Tool Repair, 4-760 Taper Hook, Level 5 7168"
simple,7169,,level5-tube-protector-7169,Level5 Tube Protector,1,visible,The Level5 Tube Protector provides essential shielding for your automatic taper's main tube to prevent job site damage. This high-quality replacement part ensures your finishing tools remain in peak operating condition.,"<p>Level5 Tube Protector is a precision-engineered replacement component designed to safeguard the main tube of your automatic taper. This durable shield prevents external damage and wear during intensive drywall finishing operations, ensuring the longevity of your primary tool.</p><p>Built to withstand the rigors of professional job sites, this protector acts as a critical barrier against dents and scratches that can compromise the smooth operation of the taper mechanism.</p><h3>Features:</h3><ul><li><strong>Precision Fit:</strong> Specifically engineered for seamless compatibility with Level 5 automatic taper model 4-760.</li><li><strong>Durable Construction:</strong> Manufactured from high-grade materials to resist impact and abrasion in demanding environments.</li><li><strong>Protective Barrier:</strong> Shields the main tube from debris and physical damage that occurs during transport and use.</li><li><strong>Easy Installation:</strong> Designed for quick replacement to minimize downtime and maintain peak productivity on the job.</li></ul>",23.39,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Automatic Taper Parts,"tube guard, taper shield, protective sleeve, replacement casing",2026-05-07,v2-production-normalized,Level 5 Tube Protector | Taper Guard Part 7169,Protect your Level 5 automatic taper with the 7169 Tube Protector. Durable replacement part designed for model 4-760 to prevent tube damage and wear.,/product/level5-tube-protector-7169/,"index, follow",Level 5 Tube Protector 7169,"automatic taper parts, drywall tool maintenance, taper tube guard, Level 5 4-760 parts"
simple,7170,,level-5-6-32-x-3-16-round-head-7170,Level5 6 - 32 x 3/16 Round Head,1,visible,Level5 6 - 32 x 3/16 Round Head is a precision replacement screw designed for the 4-760 automatic taper. This durable fastener ensures secure tool assembly and long-lasting performance.,"<p>Level5 6 - 32 x 3/16 Round Head is a precision-engineered replacement fastener designed for high-performance drywall finishing equipment. This specific round head screw ensures secure assembly and reliable operation for professional-grade tools. Built to withstand the rigorous demands of daily job site use, this component maintains the structural integrity of your finishing setup. It serves as a direct replacement part, ensuring minimal downtime during maintenance or repairs.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Fit:</strong> Specifically sized at 6-32 x 3/16 for exact compatibility with designated Level 5 tool assemblies.</li><li><strong>Durable Construction:</strong> Manufactured from high-quality materials to resist wear and corrosion in harsh drywall environments.</li><li><strong>Direct Compatibility:</strong> Engineered for seamless integration with the 4-760 model series.</li></ul>",1.79,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Automatic Taper Parts,"machine screw, fastener, replacement bolt, round head fastener",2026-05-07,v2-production-normalized,Level 5 6-32 x 3/16 Round Head Screw | SKU 7170,Shop the Level 5 6-32 x 3/16 Round Head screw (SKU 7170). Precision replacement part for the 4-760 automatic taper. Durable and job-site ready.,/product/level-5-6-32-x-3-16-round-head-7170/,"index, follow",Level 5 6-32 x 3/16 Round Head,"7170, Level 5 replacement parts, automatic taper screw, drywall tool fasteners, 4-760 compatible parts"
simple,7177,,level5-10-brass-washer-7177,Level5 #10 Brass Washer,1,visible,The Level5 #10 Brass Washer is a high-quality replacement part engineered for durability and precision fit in professional drywall tools. It provides essential corrosion resistance to ensure your equipment maintains peak performance.,"<p>Level5 #10 Brass Washer is a precision-engineered replacement component designed specifically for the maintenance and repair of professional drywall finishing equipment. This durable brass hardware ensures a secure fit and reliable performance within the internal assembly of your tools. Engineered to withstand the rigorous demands of daily job site use, this washer provides the necessary corrosion resistance and structural integrity required for long-term tool longevity. It serves as a direct replacement part to keep your equipment operating at peak efficiency.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Fit:</strong> Specifically sized as a #10 washer for exact compatibility with Level 5 hardware.</li><li><strong>Durable Brass Construction:</strong> Offers superior corrosion resistance and wear protection compared to standard steel alternatives.</li><li><strong>Taper Compatibility:</strong> Designed for seamless integration with the Level 5 4-760 Automatic Taper.</li><li><strong>OEM Quality:</strong> Meets original equipment manufacturer standards for reliable tool restoration and maintenance.</li></ul>",1.79,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Parts,"brass spacer, metal washer, taper hardware, replacement washer",2026-05-07,v2-production-normalized,Level 5 #10 Brass Washer | SKU 7177 Taper Part,Genuine Level 5 #10 Brass Washer (SKU 7177). Durable replacement part for the 4-760 Automatic Taper. Ensure reliable drywall tool performance and longevity.,/product/level5-10-brass-washer-7177/,"index, follow",Level 5 #10 Brass Washer,"7177, Level 5 taper parts, automatic taper washer, drywall tool repair, brass hardware #10"
simple,7178,,level5-14-brass-washer-7178,Level5 #14 Brass Washer,1,visible,"The Level5 #14 Brass Washer is a high-quality, corrosion-resistant replacement part designed for the 4-760 automatic taper. It ensures smooth mechanical operation and long-term durability for professional drywall finishing tools.","<p>Level5 #14 Brass Washer is a precision-engineered replacement component designed specifically for professional drywall finishing equipment. This durable brass washer ensures optimal spacing and smooth mechanical operation within the taper assembly, preventing premature wear on critical moving parts. Built to withstand the rigorous demands of daily job site use, this genuine Level 5 part maintains the structural integrity of your automatic taper. It provides a corrosion-resistant interface that facilitates consistent performance during high-volume finishing tasks. <h3>Features:</h3><ul><li><strong>Corrosion Resistance:</strong> High-quality brass construction prevents rust and degradation in wet drywall environments.</li><li><strong>Precision Fit:</strong> Specifically sized as a #14 washer to ensure exact compatibility with the 4-760 automatic taper.</li><li><strong>Durable Performance:</strong> Hard-wearing material reduces friction and extends the service life of the taper head assembly.</li><li><strong>OEM Reliability:</strong> Genuine Level 5 replacement part guarantees factory-standard tolerances and performance.</li></ul></p>",1.79,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Automatic Taper Parts,"brass shim, metal washer, taper hardware, replacement spacer, finishing tool part",2026-05-07,v2-production-normalized,Level 5 #14 Brass Washer | Taper Replacement Part 7178,"Genuine Level 5 #14 Brass Washer (7178) for the 4-760 automatic taper. Durable, corrosion-resistant brass ensures smooth drywall tool performance.",/product/level5-14-brass-washer-7178/,"index, follow",Level 5 #14 Brass Washer,"4-760 taper parts, drywall taper washer, brass spacer, automatic taper repair, Level 5 7178"
simple,7183,,level-5-insert-socket,Level5 Insert Socket,1,visible,Insert Socket,<p>Insert Socket</p> <p>Compatible with: 4-732</p>,27.44,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Finisher Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Insert Socket,,2026-05-07,v2-production-normalized,Level5 Insert Socket -,Insert Socket,,"index,follow",Level 5 Insert Socket - [7183],
simple,7190,,level-5-cf-slotted-screw-8-32-x-6-35,Level5 CF Slotted Screw 8 - 32 x 6.35,1,visible,CF Slotted Screw 8-32 x 6.35,<p>CF Slotted Screw 8-32 x 6.35</p> <p>Compatible with: 4-732</p>,1.79,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Finisher Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 CF Slotted Screw 8,,2026-05-07,v2-production-normalized,Level5 CF Slotted Screw 8 - 32 x 6.35 -,CF Slotted Screw 8-32 x 6.35,,"index,follow",Level 5 CF Slotted Screw 8-32 x 6.35 - [7190],
simple,7198,,level5-creaser-connector-assembly-7198,Level5 Creaser Connector Assembly,1,visible,"The Level5 Creaser Connector Assembly is a high-quality replacement part for the 4-760 automatic taper, ensuring smooth creaser wheel operation and reliable performance.","<p>Level5 Creaser Connector Assembly is a precision-engineered replacement component designed specifically for the Level 5 automatic taper system. This assembly ensures the creaser wheel functions smoothly, maintaining consistent tape application in internal corners during high-volume drywall finishing. Built to withstand the rigors of professional use, this connector assembly provides a secure link within the taper's internal mechanism to prevent mechanical failure. It is an essential part for maintaining tool performance and ensuring long-term reliability on the job site. <p><strong>Features:</strong></p><ul><li><strong>Direct Compatibility:</strong> Specifically engineered for a perfect fit with the Level 5 4-760 Automatic Taper.</li><li><strong>Durable Construction:</strong> Manufactured from high-grade materials to resist wear and corrosion during heavy daily operation.</li><li><strong>Precision Fit:</strong> Ensures seamless integration with existing taper components for reliable mechanical movement.</li><li><strong>OEM Quality:</strong> Meets original equipment manufacturer standards to maintain the integrity of your professional finishing tools.</li></ul></p>",38.24,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Automatic Taper Parts,"taper creaser link, creaser wheel assembly, automatic taper connector",2026-05-07,v2-production-normalized,Level 5 Creaser Connector Assembly | Fits 4-760 Taper,Genuine Level 5 Creaser Connector Assembly (SKU 7198). Precision replacement part for the 4-760 Automatic Taper. Ensure smooth drywall finishing.,/product/level5-creaser-connector-assembly-7198/,"index, follow",Level 5 Creaser Connector Assembly,"7198, automatic taper parts, drywall tool repair, creaser wheel connector, Level 5 4-760 parts"
simple,7199,,level-5-swivel-coupling-pin,Level5 Swivel Coupling Pin,1,visible,Swivel Coupling Pin,<p>Swivel Coupling Pin</p> <p>Compatible with: 4-707</p>,8.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Swivel Coupling Pin,,2026-05-07,v2-production-normalized,Level5 Swivel Coupling Pin -,Swivel Coupling Pin,,"index,follow",Level 5 Swivel Coupling Pin - [7199],
simple,7200,,level-5-trust-washer,Level5 Trust Washer,1,visible,Trust Washer,<p>Trust Washer</p> <p>Compatible with: 4-707</p>,4.49,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Trust Washer,,2026-05-07,v2-production-normalized,Level5 Trust Washer -,Trust Washer,,"index,follow",Level 5 Trust Washer - [7200],
simple,7202,,level-5-roller-bushing,Level5 Roller Bushing,1,visible,Roller Bushing,<p>Roller Bushing</p> <p>Compatible with: 4-707</p>,3.14,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Roller Bushing,,2026-05-07,v2-production-normalized,Level5 Roller Bushing -,Roller Bushing,,"index,follow",Level 5 Roller Bushing - [7202],
simple,7203,,level-5-1-4-20x1-1-4in-hh-screw,Level5 1/4 - 20x1 - 1/4in HH Screw,1,visible,1/4-20x1-1/4in HH Screw,<p>1/4-20x1-1/4in HH Screw</p> <p>Compatible with: 4-707</p>,4.49,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 1/4,,2026-05-07,v2-production-normalized,Level5 1/4 - 20x1 - 1/4in HH Screw -,1/4-20x1-1/4in HH Screw,,"index,follow",Level 5 1/4-20x1-1/4in HH Screw - [7203],
simple,7204,,level-5-swivel-assembly,Level5 Swivel Assembly,1,visible,Swivel Assembly,<p>Swivel Assembly</p> <p>Compatible with: 4-707</p>,30.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Swivel Assembly,,2026-05-07,v2-production-normalized,Level5 Swivel Assembly -,Swivel Assembly,,"index,follow",Level 5 Swivel Assembly - [7204],
simple,7205,,level-5-coupling,Level5 Coupling,1,visible,Coupling,<p>Coupling</p> <p>Compatible with: 4-707</p>,45.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Coupling,,2026-05-07,v2-production-normalized,Level5 Coupling -,Coupling,,"index,follow",Level 5 Coupling - [7205],
simple,7206,,level-5-swivel-axle,Level5 Swivel Axle,1,visible,Swivel Axle,<p>Swivel Axle</p> <p>Compatible with: 4-707</p>,11.24,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Swivel Axle,,2026-05-07,v2-production-normalized,Level5 Swivel Axle -,Swivel Axle,,"index,follow",Level 5 Swivel Axle - [7206],
simple,7207,,level-5-7in-flat-box-blade,Level5 7in Flat Box Blade,1,visible,7in Flat Box Blade,<p>7in Flat Box Blade</p> <p>Compatible with: 4-764</p>,3.25,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 7in Flat Box Blade,,2026-05-07,v2-production-normalized,Level5 7in Flat Box Blade -,7in Flat Box Blade,,"index,follow",Level 5 7in Flat Box Blade - [7207],
simple,7208,,level-5-7in-blade-holder-assembly,Level5 7in Blade Holder Assembly,1,visible,7in Blade Holder Assembly,<p>7in Blade Holder Assembly</p> <p>Compatible with: 4-764</p>,120.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 7in Blade Holder Assembly,,2026-05-07,v2-production-normalized,Level5 7in Blade Holder Assembly -,7in Blade Holder Assembly,,"index,follow",Level 5 7in Blade Holder Assembly - [7208],
simple,7212,,level-5-skid-cover-rt-side-universal,"Level5 Skid Cover Rt Side, Universal",1,visible,"Skid Cover Rt Side, Universal","<p>Skid Cover Rt Side, Universal</p> <p>Compatible with: 4-764</p>",2.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,"Level 5 Skid Cover Rt Side, Universal",,2026-05-07,v2-production-normalized,"Level5 Skid Cover Rt Side, Universal -","Skid Cover Rt Side, Universal",,"index,follow","Level 5 Skid Cover Rt Side, Universal - [7212]",
simple,7213,,level-5-brass-pins,Level5 Brass Pins,1,visible,Brass Pins,<p>Brass Pins</p> <p>Compatible with: 4-764</p>,8.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Brass Pins,,2026-05-07,v2-production-normalized,Level5 Brass Pins -,Brass Pins,,"index,follow",Level 5 Brass Pins - [7213],
simple,7216,,level-5-crown-spring,Level5 Crown Spring,1,visible,Crown Spring,<p>Crown Spring</p> <p>Compatible with: 4-764</p>,6.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Crown Spring,,2026-05-07,v2-production-normalized,Level5 Crown Spring -,Crown Spring,,"index,follow",Level 5 Crown Spring - [7216],
simple,7217,,level-5-4-40-x-1-4-fillister-head-screw,Level5 #4 - 40 x 1/4 Fillister Head Screw,1,visible,#4-40 x 1/4 Fillister Head Screw,<p>#4-40 x 1/4 Fillister Head Screw</p> <p>Compatible with: 4-764</p>,1.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 #4,,2026-05-07,v2-production-normalized,Level5 #4 - 40 x 1/4 Fillister Head Screw -,#4-40 x 1/4 Fillister Head Screw,,"index,follow",Level 5 #4-40 x 1/4 Fillister Head Screw - [7217],
simple,7221,,level-5-washer,Level5 Washer,1,visible,Washer,<p>Washer</p> <p>Compatible with: 4-707</p>,3.14,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Washer,,2026-05-07,v2-production-normalized,Level5 Washer -,Washer,,"index,follow",Level 5 Washer - [7221],
simple,7223,,level-5-dial-adjustment-nut,Level5 Dial Adjustment Nut,1,visible,Dial Adjustment Nut,<p>Dial Adjustment Nut</p> <p>Compatible with: 4-764</p>,4.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Dial Adjustment Nut,,2026-05-07,v2-production-normalized,Level5 Dial Adjustment Nut -,Dial Adjustment Nut,,"index,follow",Level 5 Dial Adjustment Nut - [7223],
simple,7224,,level-5-repair-clip,Level5 Repair Clip,1,visible,Repair Clip,<p>Repair Clip</p> <p>Compatible with: 4-764</p>,1.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Repair Clip,,2026-05-07,v2-production-normalized,Level5 Repair Clip -,Repair Clip,,"index,follow",Level 5 Repair Clip - [7224],
simple,7225,,level-5-roller-wheel,Level5 Roller Wheel,1,visible,Roller Wheel,<p>Roller Wheel</p> <p>Compatible with: 4-707</p>,13.94,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Corner Roller Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Roller Wheel,,2026-05-07,v2-production-normalized,Level5 Roller Wheel -,Roller Wheel,,"index,follow",Level 5 Roller Wheel - [7225],
simple,7226,,level-5-7in-bottom-plate,Level5 7in Bottom Plate,1,visible,7in Bottom Plate,<p>7in Bottom Plate</p> <p>Compatible with: 4-764</p>,65.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 7in Bottom Plate,,2026-05-07,v2-production-normalized,Level5 7in Bottom Plate -,7in Bottom Plate,,"index,follow",Level 5 7in Bottom Plate - [7226],
simple,7227,,level-5-10in-bottom-plate,Level5 10in Bottom Plate,1,visible,10in Bottom Plate,<p>10in Bottom Plate</p> <p>Compatible with: 4-765</p>,75.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 10in Bottom Plate,,2026-05-07,v2-production-normalized,Level5 10in Bottom Plate -,10in Bottom Plate,,"index,follow",Level 5 10in Bottom Plate - [7227],
simple,7228,,level-5-12in-bottom-plate,Level5 12in Bottom Plate,1,visible,12in Bottom Plate,<p>12in Bottom Plate</p> <p>Compatible with: 4-766</p>,85.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 12in Bottom Plate,,2026-05-07,v2-production-normalized,Level5 12in Bottom Plate -,12in Bottom Plate,,"index,follow",Level 5 12in Bottom Plate - [7228],
simple,7229,,level-5-14in-bottom-plate,Level5 14in Bottom Plate,1,visible,14in Bottom Plate,<p>14in Bottom Plate</p> <p>Compatible with: 4-770</p>,95.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 14in Bottom Plate,,2026-05-07,v2-production-normalized,Level5 14in Bottom Plate -,14in Bottom Plate,,"index,follow",Level 5 14in Bottom Plate - [7229],
simple,7235,,level-5-taper-band-screw-7235,Level5 Taper Band Screw,1,visible,The Level5 Taper Band Screw is a high-quality replacement part designed for the 4-760 automatic taper. It ensures secure band fastening and reliable performance for professional drywall finishing.,"<p>Level5 Taper Band Screw is a precision-engineered replacement component designed specifically for the Level 5 automatic taper system. This essential hardware ensures the drive band remains securely fastened, maintaining the mechanical integrity and consistent performance of your drywall finishing equipment. Built to withstand the rigors of professional drywall work, this screw provides a reliable fit for the 4-760 model. Keeping high-quality spare parts on hand prevents unnecessary downtime on the job site and ensures your automatic taper operates at peak efficiency. <h3>Features:</h3><ul><li><strong>Precision Fit:</strong> Engineered specifically for the Level 5 4-760 automatic taper to ensure seamless compatibility.</li><li><strong>Durable Construction:</strong> Manufactured from high-grade materials to resist wear and corrosion during heavy-duty use.</li><li><strong>Essential Maintenance:</strong> A critical component for securing the taper band and maintaining smooth tool operation.</li></ul></p>",2.24,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Automatic Taper Parts,"taper screw, band fastener, automatic taper screw, drywall tool screw",2026-05-07,v2-production-normalized,Level 5 Taper Band Screw | Replacement Part 7235,Genuine Level 5 Taper Band Screw (SKU 7235) for the 4-760 automatic taper. Ensure secure band fastening and peak performance for your drywall tools.,/product/level-5-taper-band-screw-7235/,"index, follow",Level 5 Taper Band Screw,"7235, automatic taper parts, drywall tool repair, taper band hardware, Level 5 4-760 parts"
simple,7239,,level-5-skid-cover-left-side-universal,Level5 Skid Cover Left Side Universal,1,visible,Skid Cover Left Side Universal,<p>Skid Cover Left Side Universal</p> <p>Compatible with: 4-764</p>,2.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 Skid Cover Left Side Universal,,2026-05-07,v2-production-normalized,Level5 Skid Cover Left Side Universal -,Skid Cover Left Side Universal,,"index,follow",Level 5 Skid Cover Left Side Universal - [7239],
simple,7241,,level-5-7in-front-plate,Level5 7in Front Plate,1,visible,7in Front Plate,<p>7in Front Plate</p> <p>Compatible with: 4-764</p>,65.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 7in Front Plate,,2026-05-07,v2-production-normalized,Level5 7in Front Plate -,7in Front Plate,,"index,follow",Level 5 7in Front Plate - [7241],
simple,7242,,level-5-10in-front-plate,Level5 10in Front Plate,1,visible,10in Front Plate,<p>10in Front Plate</p> <p>Compatible with: 4-765</p>,75.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 10in Front Plate,,2026-05-07,v2-production-normalized,Level5 10in Front Plate -,10in Front Plate,,"index,follow",Level 5 10in Front Plate - [7242],
simple,7243,,level-5-12in-front-plate,Level5 12in Front Plate,1,visible,12in Front Plate,<p>12in Front Plate</p> <p>Compatible with: 4-766</p>,85.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 12in Front Plate,,2026-05-07,v2-production-normalized,Level5 12in Front Plate -,12in Front Plate,,"index,follow",Level 5 12in Front Plate - [7243],
simple,7244,,level-5-14in-front-plate,Level5 14in Front Plate,1,visible,14in Front Plate,<p>14in Front Plate</p> <p>Compatible with: 4-770</p>,95.0,taxable,1,,0,0,,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,,0,,,,,,,,,,,Level 5 14in Front Plate,,2026-05-07,v2-production-normalized,Level5 14in Front Plate -,14in Front Plate,,"index,follow",Level 5 14in Front Plate - [7244],
