brand,name,description_full,sku,upc,description_short
TapeTech,TapeTech #2 Pump Repair Kit,"## Restore Peak Performance to Your TapeTech Pumps

Ensure your drywall finishing equipment remains in top operational condition with the TapeTech #2 Pump Repair Kit. Designed specifically for the 72TT and 73TT models, this comprehensive maintenance set provides all the essential components required to restore suction, pressure, and fluid consistency. By replacing worn internal seals and valves, you can prevent costly downtime and maintain the high-precision output expected on professional job sites.

## Precision Engineering for Reliable Maintenance

This kit is curated to address the most common wear points in your pump assembly. Each component is manufactured to meet original equipment standards, ensuring a seamless fit and reliable seal. Whether you are performing routine preventative maintenance or addressing a drop in performance, these high-quality replacement parts provide the durability needed for demanding daily use in the field.

## Key Features

- **Comprehensive Restoration:** Includes all critical wear parts necessary to overhaul your pump's internal sealing system.
- **Optimized Compatibility:** Engineered specifically for TapeTech 72TT and 73TT pump models for guaranteed fitment.
- **High-Durability Components:** Features upgraded piston cup technology to replace legacy parts, ensuring a tighter seal and longer service life.
- **Professional Grade:** Manufactured to withstand the rigors of heavy-duty drywall finishing applications.
- **Simplified Maintenance:** All-in-one kit format reduces the need to source individual components, streamlining your repair process.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT502H |
| Compatible Models | 72TT, 73TT |
| Kit Contents | 1x 700005 U-Cup, 1x 720009 Piston Cup, 2x 700010F Valve Discs, 1x 700029 Bushing Liner |
| Piston Cup Compatibility | Replaces 700009 |",TTT502H,,"For repair and maintenance of the 72TT and 73TT pumps. Includes (1) 700005 ""U"" cup (1) 720009 Piston cup [replaces 700009] (2) 700010F Valve discs (1) 700029 Bushing liner"
TapeTech,"TapeTech 12"" Flat Box Repair Kit","## Restore Peak Performance to Your Finishing Tools

Ensure your drywall finishing equipment remains in top-tier condition with the TapeTech 12"" Flat Box Repair Kit. Designed specifically for professional contractors who demand precision and consistency, this comprehensive maintenance set provides the essential components required to restore the efficiency of your 12-inch finishing boxes. By replacing worn parts with these high-quality components, you can eliminate streaks, maintain perfect mud application, and extend the operational lifespan of your investment.

## Precision Engineering for Professional Results

This kit is meticulously curated to address the most common wear points on your TapeTech finishing tools. Featuring premium stainless steel blades that resist corrosion and maintain a sharp edge, this set ensures a smooth, professional finish on every pass. The included skid covers are engineered for durability, protecting your equipment surfaces and ensuring consistent tracking across drywall joints. Whether you are performing routine maintenance or addressing heavy-duty wear, these genuine TapeTech parts guarantee a perfect fit and seamless integration with your existing hardware.

## Key Features

- **Comprehensive Maintenance:** Includes all necessary components to overhaul the wear-prone areas of your 12-inch flat finishing boxes.
- **Premium Blade Quality:** Three high-grade stainless steel blades provide superior longevity and a clean, consistent finish.
- **Enhanced Skid Protection:** Includes both left and right-side skid covers to maintain tool stability and prevent surface damage.
- **OEM Compatibility:** Specifically engineered for the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box.
- **Professional Reliability:** Genuine TapeTech replacement parts ensure your tools perform exactly as intended, minimizing downtime on the job site.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT501C12 |
| Compatibility | 20TTX Flat Finishing Box, T20CF Bazooka CFS 12"" |
| Blade Material | Stainless Steel |
| Blade Size | 12"" |
| Kit Contents | 3x 300001 Blades, 2x 209006 Skid Covers (Right), 2x 209039 Skid Covers (Left) |",TTT501C12,,"For repair and maintenance of the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box."
TapeTech,TapeTech Inside Corner Roller w/o Handle,"## Achieve Flawless Internal Corners with Precision Engineering

Elevate your drywall finishing process with the TapeTech Inside Corner Roller. Designed for professionals who demand efficiency and consistency, this tool is engineered to seamlessly embed joint tape into internal wall and ceiling corners. By applying uniform pressure, it ensures a secure bond and prepares the surface for a perfect finish, significantly reducing the time spent on manual adjustments.

## Optimized for Professional Performance

This robust roller is the essential bridge between your automatic taper and your corner finisher. By effectively displacing excess joint compound from behind the tape, it creates a clean, uniform foundation that allows your finishing tools to glide effortlessly. Built to withstand the rigors of high-volume job sites, the TapeTech Inside Corner Roller is a must-have for contractors looking to achieve crisp, professional-grade results on every project.

## Key Features

- **Precision Embedding:** Quickly and accurately seats joint tape into internal corners for a durable, bubble-free finish.
- **Compound Management:** Efficiently forces out excess joint compound, creating the ideal surface profile for subsequent corner finishing tools.
- **Durable Construction:** Equipped with high-grade stainless steel rollers that resist corrosion and maintain their shape for long-term reliability.
- **Versatile Application:** Perfectly suited for both wall and ceiling internal corners, ensuring consistent quality across all orientations.
- **Workflow Integration:** Designed to work seamlessly with automatic tapers and corner finishers to streamline your drywall finishing system.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | Inside Corner Roller w/o Handle |
| SKU | TTT15TTEWOH |
| Material | Stainless Steel |
| Compatibility | Standard TapeTech Handles |
| Application | Internal Drywall Corners |",TTT15TTEWOH,,The TapeTech Inside Corner Roller quickly and accurately embeds the tape firmly into the internal corners of the drywall.
TapeTech,"TapeTech 3"" EasyRoll Adjustable Corner Finisher","## Achieve Flawless Internal Corners with Precision Engineering

Elevate your drywall finishing workflow with the TapeTech 3"" EasyRoll Adjustable Corner Finisher. Designed for professionals who demand speed without sacrificing quality, this tool streamlines the process of feathering joint compound in internal corners. Whether you are tackling wall-to-wall joints or ceiling-to-wall transitions, this finisher ensures a uniform, professional-grade result in a single pass.

## Advanced Control and Smooth Operation

The EasyRoll system integrates specialized wheels that glide effortlessly across surfaces, minimizing friction and ensuring a consistent finish even on slightly irregular drywall. The standout feature is the adjustable spring tension system, which allows you to customize the pressure applied to the corner. By engaging or disengaging the rear tension springs, you gain precise control over the mud application, ensuring perfect feathering every time.

## Key Features

- **Precision Feathering:** Simultaneously wipes down excess compound and feathers both edges of an internal corner for a seamless finish.
- **Adjustable Tension:** Features a dual-spring system that allows you to modify spring pressure to suit specific corner conditions.
- **EasyRoll Technology:** Integrated wheels provide a smooth, fluid motion that reduces operator fatigue and prevents surface marring.
- **Durable Construction:** Built with a high-grade stainless steel frame for long-term reliability and resistance to corrosion.
- **Versatile Compatibility:** Equipped with a patented positive ball retainer, making it fully compatible with standard corner applicators and the 14TT MudRunner.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 3"" EasyRoll Adjustable Corner Finisher |
| SKU | TTT48TT |
| Tool Type | Angle Finisher / Corner Head |
| Material | Stainless Steel |
| Compatibility | FHTT Fiberglass Handle, XHTT Extension Handle, 14TT MudRunner |
| Key Feature | Adjustable Spring Tension System |",TTT48TT,,The TapeTech EasyRoll Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass.
TapeTech,"TapeTech 10"" Flat Box Repair Kit","## Restore Peak Performance to Your Finishing Tools

Maintain the precision and longevity of your drywall finishing equipment with the TapeTech 10"" Flat Box Repair Kit. Designed specifically for professional contractors who demand consistent, streak-free results, this comprehensive maintenance set ensures your tools remain in factory-condition, minimizing downtime on the job site and extending the lifespan of your high-performance finishing boxes.

## Precision Engineering for Seamless Results

This kit provides the essential components required to refresh your 10-inch finishing systems. By replacing worn blades and skid covers, you restore the optimal tension and glide necessary for professional-grade mud application. Each component is manufactured to TapeTech’s rigorous standards, ensuring perfect compatibility and reliable operation during demanding drywall finishing projects.

## Key Features

- **High-Grade Stainless Steel Blades:** Includes three premium 10-inch stainless steel blades engineered for durability and a smooth, consistent finish.
- **Comprehensive Skid Coverage:** Comes with two right-side and two left-side skid covers to ensure balanced tracking and reduced friction.
- **Optimized Compatibility:** Specifically curated for the TapeTech 20TTX flat finishing box and the 10"" T20CF Bazooka CFS finishing box.
- **Maintenance Made Simple:** All-in-one package allows for quick, efficient repairs, keeping your equipment ready for the next phase of the project.
- **Professional Reliability:** Genuine TapeTech replacement parts guarantee the fit and function required for high-volume drywall applications.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT501C10 |
| Blade Size | 10 Inches |
| Blade Material | Stainless Steel |
| Compatibility | 20TTX Flat Finishing Box, 10"" T20CF Bazooka CFS |
| Kit Contents | 3x 250001 Blades, 2x 209006 Skid Covers (Right), 2x 209039 Skid Covers (Left) |",TTT501C10,,"For repair and maintenance of the TapeTech 20TTX flat finishing box and 10"" T20CF Bazooka CFS finishing box."
TapeTech,"TapeTech 32"" Premium Finishing Knife","## Elevate Your Finish with Precision Engineering

Achieve flawless, glass-smooth walls with the TapeTech 32"" Premium Finishing Knife. Designed for the modern professional, this tool redefines efficiency in joint compound application. By combining a lightweight architecture with an advanced ergonomic profile, TapeTech ensures that you can maintain peak productivity throughout long shifts while minimizing hand fatigue. Whether you are feathering edges or smoothing large surfaces, this knife provides the consistent, professional-grade results that your projects demand.

## Superior Design for Maximum Performance

This finishing knife is engineered to outperform the competition through thoughtful material selection and user-centric design. The high-grade stainless steel blade offers exceptional flexibility and corrosion resistance, while the newly redesigned handle adapter provides a more robust connection for precise angle adjustments. With a molded, high-traction grip, you gain total control over every stroke, ensuring that your compound application is uniform and effortless. By choosing TapeTech, you are investing in a tool that balances industry-leading durability with an accessible price point, allowing you to deliver premium quality without compromising your bottom line.

## Key Features

- **Ergonomic Excellence:** Features a specialized molded texture that provides a superior, non-slip grip for extended use.
- **Lightweight Construction:** Engineered to be 33% lighter than comparable models, reducing physical strain during overhead or repetitive tasks.
- **Quick-Change Blade System:** Designed for rapid, hassle-free blade replacement, keeping you on the job and minimizing downtime.
- **Enhanced Durability:** The upgraded handle adapter is built to withstand the rigors of daily job site use while maintaining precise angle settings.
- **Professional Value:** Delivers top-tier performance at a significantly lower cost than competing brands, maximizing your return on investment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 32"" Premium Finishing Knife |
| SKU | TTTPFK32TT |
| Blade Material | Stainless Steel |
| Blade Length | 32 Inches |
| Weight Advantage | 33% Lighter than competitors |
| Grip Type | Molded Texture Ergonomic |
| Blade Status | Replaceable |",TTTPFK32TT,,Introducing an improved range of premium finishing knives for smoothing joint compound.
TapeTech,"TapeTech 8"" Corner Applicator","## Precision Finishing for Professional Drywallers

Elevate your drywall finishing workflow with the TapeTech 8"" Corner Applicator, an essential tool engineered for speed, consistency, and professional-grade results. Designed to streamline the application of joint compound, this applicator serves as the critical link between your pump and your finishing heads, ensuring a uniform distribution of material across both internal and external angles.

## Versatile Performance for Complex Angles

Whether you are embedding paper-faced corner bead or executing a flawless finish on internal corners, this tool provides the reliability required for high-volume jobsites. By pairing this applicator with specialized mud heads or corner finishers, you can significantly reduce manual labor time while maintaining a clean, professional finish that minimizes the need for sanding and touch-ups.

## Key Features

- **Durable Construction:** Features a high-grade stainless steel cone designed to withstand the rigors of daily jobsite use and resist corrosion from joint compounds.
- **Multi-Purpose Utility:** Compatible with various attachments to facilitate the installation of paper-faced corner beads on external corners or the precise application of compound for internal corner finishing.
- **Optimized Workflow:** Dramatically increases efficiency when used in conjunction with TapeTech Corner Finishers, allowing for rapid, one-pass finishing of internal angles.
- **Ergonomic Compatibility:** Designed to integrate seamlessly with TapeTech FHTT Fiberglass Handles or XHTT Extension Handles for extended reach and improved leverage.
- **Clean Application:** Engineered to deliver a controlled flow of compound, reducing waste and keeping the workspace tidy during the installation process.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 8"" Corner Applicator |
| SKU | TTTCA08TT |
| Material | Stainless Steel |
| Primary Function | Joint compound application for corners |
| Compatible Handles | FHTT Fiberglass, XHTT Extension |
| Application Type | Internal and external corners |",TTTCA08TT,,The TapeTech Corner Applicator supplies joint compound to the Corner Finishers for fast and efficient finishing of internal corners (angles).
TapeTech,"TapeTech 3-1/2"" EasyRoll Adjustable Corner Finisher","## Achieve Flawless Internal Corners with Precision Engineering

Elevate your drywall finishing standards with the TapeTech EasyRoll® Adjustable Corner Finisher. Designed for professionals who demand speed without sacrificing quality, this tool streamlines the finishing process by feathering both edges of an internal corner simultaneously. Whether you are tackling wall-to-wall joints or ceiling-to-wall transitions, the EasyRoll® delivers a consistent, professional-grade finish in a single pass.

## Advanced Control and Superior Performance

The standout feature of this finisher is its adjustable spring tension system, allowing you to customize the pressure applied to the corner. By engaging or disengaging the rear tension springs, you gain precise control over the mud application, ensuring a smooth, uniform result even on surfaces that are not perfectly square. The integrated EasyRoll® wheels minimize friction, providing a fluid, effortless glide across the drywall surface while the spring-loaded mechanism compensates for minor imperfections in framing.

## Key Features

- **Dual-Edge Feathering:** Simultaneously finishes both sides of an internal corner for maximum efficiency and time savings.
- **Adjustable Tension:** Features customizable spring pressure settings to adapt to varying mud consistencies and corner conditions.
- **EasyRoll® Technology:** Equipped with smooth-rolling wheels that ensure a steady, snag-free application across wall and ceiling joints.
- **Durable Construction:** Built with a robust stainless steel frame to withstand the rigors of daily job-site use.
- **Versatile Compatibility:** Easily attaches to TapeTech corner applicators or the 14TT MudRunner® for a seamless workflow.
- **Positive Ball Retainer:** Utilizes a patented ball retainer design for secure, reliable attachment to your handle or applicator.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 3-1/2"" EasyRoll Adjustable Corner Finisher |
| SKU | TTT48XTT |
| Tool Type | Angle Finisher / Corner Head |
| Material | Stainless Steel |
| Compatibility | CA07TT, CA08TT, 14TT MudRunner |
| Recommended Handles | FHTT Fiberglass Handle, XHTT Extension Handle |",TTT48XTT,,The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass.
TapeTech,"TapeTech 24"" Premium Finishing Knife","## Elevate Your Finishing Precision

Achieve flawless, glass-smooth joint compound finishes with the TapeTech 24"" Premium Finishing Knife. Engineered for the modern professional, this tool redefines efficiency by combining lightweight construction with an advanced ergonomic profile. Whether you are tackling large-scale commercial projects or intricate residential repairs, this finishing knife provides the control and comfort necessary to maintain peak productivity throughout the workday.

## Engineered for Performance

The TapeTech 24"" Finishing Knife is built to withstand the rigors of daily job-site use while significantly reducing operator fatigue. The redesigned handle features a specialized molded texture that ensures a secure, non-slip grip even in demanding conditions. With a robust handle adapter that allows for rapid angle adjustments, you can transition between surfaces with ease, ensuring consistent pressure and a superior finish every time.

## Key Features

- **Ergonomic Design:** Optimized handle geometry and molded grip texture minimize hand strain and maximize control during extended use.
- **Lightweight Construction:** Engineered to be 33% lighter than comparable industry alternatives, reducing physical exertion.
- **Replaceable Blade System:** Features a high-quality stainless steel blade that can be swapped out quickly, extending the life of the tool and maintaining peak sharpness.
- **Enhanced Durability:** The upgraded handle adapter provides increased structural integrity and reliable performance under pressure.
- **Industry-Leading Value:** Delivers professional-grade results at a price point up to 49% lower than competing premium brands.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 24"" Premium Finishing Knife |
| SKU | TTTPFK24TT |
| Blade Material | Stainless Steel |
| Blade Length | 24 inches |
| Grip Type | Molded Texture Ergonomic |
| Weight Advantage | 33% lighter than competitors |",TTTPFK24TT,,Introducing an improved range of premium finishing knives for smoothing joint compound.
TapeTech,TapeTech Bazooka Oil Aerosol Spray 8oz,"## Protect Your Investment with Precision Lubrication

Ensure your Automatic Taping and Finishing (ATF) tools perform at their peak with TapeTech Bazooka Oil. Engineered specifically for the rigorous demands of professional drywall finishing, this specialized aerosol lubricant provides a critical moisture barrier that shields internal components from rust and corrosion. By maintaining smooth, friction-free operation, this formula helps you achieve consistent results while significantly extending the service life of your equipment.

## Why Choose Specialized Lubrication?

Standard solvent-based lubricants, such as WD-40, can cause irreversible degradation to the delicate rubber gaskets, wipers, and O-rings found in your taping tools. TapeTech Bazooka Oil is chemically engineered to be compatible with these sensitive materials, ensuring your tools remain sealed and operational without the risk of premature component failure. Whether you are maintaining a TapeTech Automatic Taper, a Mud Runner, or other high-performance ATF systems, this oil is the industry-standard choice for reliability.

## Key Features

- **Corrosion Defense:** Creates a robust water-repellent barrier that prevents oxidation and rust on critical metal parts.
- **Seal Compatibility:** Specifically formulated to be safe for use with rubber gaskets, O-rings, and wipers, preventing swelling or cracking.
- **Optimized Performance:** Reduces internal friction to ensure smooth, effortless operation during high-volume taping jobs.
- **Professional Grade:** The preferred maintenance solution for TapeTech Automatic Tapers, Mud Runners, and a wide range of ATF finishing tools.
- **Easy Application:** Convenient aerosol spray format allows for precise, mess-free application to hard-to-reach internal mechanisms.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | Bazooka Oil Aerosol Spray |
| SKU | TTT056707 |
| Volume | 8oz |
| Application | Lubrication and Corrosion Protection |
| Compatibility | Automatic Taping and Finishing (ATF) Tools |",TTT056707,,Specially formulated for lubricating Automatic Taping and Finishing Tools.
TapeTech,TapeTech Gooseneck Adapter,"## Streamline Your Finishing Workflow

Maximize the efficiency of your drywall finishing setup with the TapeTech 85T Gooseneck Adapter. Engineered for professionals who demand reliability on the job site, this essential component bridges the gap between your loading pump and automatic taper, ensuring a seamless, high-speed compound transfer every time. Built to withstand the rigors of daily construction environments, this adapter is the cornerstone of a productive taping system.

## Precision Engineering for Heavy-Duty Performance

Constructed with durability at the forefront, the 85T Gooseneck Adapter minimizes downtime and maintenance. Its robust architecture provides the structural integrity required for high-pressure filling, while the integrated foot design offers superior stability during operation. By facilitating a secure connection, it allows you to focus on achieving a flawless finish without worrying about equipment failure or compound leakage.

## Key Features

- **Optimized Compatibility:** Specifically engineered to integrate with TapeTech 72TT, 73TT, and 76TT loading pumps for versatile application.
- **Enhanced Stability:** Features a built-in foot support to maintain balance and prevent tipping during the filling process.
- **Professional-Grade Durability:** Constructed from high-strength materials designed to endure years of heavy-duty use in demanding job site conditions.
- **Efficient Compound Transfer:** Streamlines the loading of automatic tapers, significantly reducing prep time and increasing overall output.
- **Reliable Connection:** Ensures a tight, secure seal for consistent performance when paired with the appropriate gasket (700049 required for 72TT/73TT models).

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT85TT |
| Product Type | Gooseneck Adapter |
| Compatible Pumps | 72TT, 73TT, 76TT |
| Required Gasket | 700049 (for 72TT/73TT only; not included) |
| Construction | Heavy-Duty Metal |",TTT85TT,,"The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service."
TapeTech,TapeTech Carbon Fiber EasyClean Automatic Taper,"## Elevate Your Efficiency with the World’s Lightest Automatic Taper

Experience a new standard in drywall finishing with the TapeTech Carbon Fiber EasyClean Automatic Taper. Engineered for the modern professional, this tool redefines job-site performance by significantly reducing physical strain without compromising on durability. By utilizing advanced carbon fiber construction, TapeTech has successfully engineered the lightest automatic taper currently available, allowing you to maintain peak productivity throughout long shifts.

## Advanced Material Engineering

The 07TT-C is built to withstand the rigors of demanding construction environments. Unlike traditional aluminum models, the carbon fiber main and control tubes are exceptionally resistant to denting and impact damage. Furthermore, the material’s inherent thermal stability ensures the tool remains comfortable to handle in extreme temperatures, eliminating the discomfort of freezing or scorching metal surfaces during seasonal work.

## Key Features

- **Ultra-Lightweight Design:** Weighing only 5.65 pounds, this unit is up to 20% lighter than standard tapers, effectively minimizing operator fatigue.
- **EasyClean Technology:** Features a specialized cover plate designed for rapid, hassle-free maintenance and cleaning at the end of the day.
- **Precision Control:** Includes an integrated adjustable brake, allowing users to customize the tension to their specific workflow preferences.
- **Tool-less Maintenance:** The tube protector can be removed or adjusted without the need for additional hand tools, saving valuable time on the job.
- **Integrated Storage:** Equipped with a convenient tool hook for secure placement when not in use.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Model | 07TT-C |
| SKU | TTT07TTC |
| Weight | 5.65 lbs |
| Material | Carbon Fiber |
| Key Features | EasyClean Cover Plate, Adjustable Brake, Tool-less Tube Protector |",TTT07TTC,,TapeTech is excited to introduce the new 07TT-C Carbon Fiber Automatic Taper -the world’s lightest automatic taper.
TapeTech,"TapeTech Feather Lite Finishing Knife with Texture Handle - 6""","## Master Your Finish with Precision

Achieve professional-grade results with the TapeTech Feather Lite Finishing Knife. Engineered for drywall professionals who demand both durability and comfort, this 6-inch tool is designed to reduce fatigue during long shifts while providing the consistent, smooth application required for high-quality taping and finishing work.

## Superior Blade Performance

At the heart of this tool is a premium blue steel blade, renowned for its ideal balance of flexibility and strength. This material allows for precise feathering and effortless mud application, ensuring a seamless transition between the drywall surface and the joint compound. The lightweight construction minimizes wrist strain, allowing for greater control and speed throughout your project.

## Key Features

- **High-Grade Blue Steel:** Offers the perfect amount of flex for smooth, streak-free finishes and long-lasting edge retention.
- **Ergonomic Texture Handle:** Features a specialized grip designed to provide maximum comfort and prevent slippage, even when working with wet or dusty hands.
- **Feather Lite Design:** Expertly balanced to reduce operator fatigue, making it the ideal choice for all-day professional use.
- **Versatile 6-Inch Width:** Perfectly sized for bedding tape, filling fasteners, and general patch work.
- **Professional Durability:** Built to withstand the rigors of the job site while maintaining its structural integrity over time.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | Feather Lite Finishing Knife |
| SKU | AMERK4006 |
| Blade Material | Blue Steel |
| Handle Material | Textured Plastic |
| Blade Width | 6 inches |",AMERK4006,,"Flexible Blue Steel blade Lightweight and balanced for effortless taping and finishing Strong, yet very comfortable plastic handle"
TapeTech,TapeTech Fiberglass Handle,"## Master Your Workflow with the TapeTech Interchangeable Handle System

Experience unparalleled versatility on the job site with the TapeTech Fiberglass Handle. Engineered for professionals who demand efficiency, this innovative system eliminates the need for multiple dedicated handles. By utilizing a universal base, you can seamlessly transition between various finishing tools, streamlining your equipment loadout and reducing downtime during complex projects.

## Ergonomic Design for Maximum Control

Designed with the operator in mind, these handles feature an optimized diameter that provides a superior grip, significantly reducing hand fatigue during extended use. The integrated D-shaped fitting ensures a rock-solid connection, locking your tools into place to prevent unwanted rotation. Whether you are operating a corner roller, corner applicator, or nail spotter, you can rely on consistent, precise performance every time.

## Key Features

- **Universal Compatibility:** Designed to work across the TapeTech ecosystem, allowing a single handle to support multiple finishing tools without the need for complex adapters.
- **Anti-Rotation Technology:** The specialized D-shaped fitting provides a secure, non-slip interface that keeps your tools perfectly aligned during operation.
- **Ergonomic Geometry:** Crafted with an industry-leading diameter to ensure comfort and reduce strain during high-volume finishing tasks.
- **Heavy-Duty Construction:** Built to withstand the rigors of professional drywall environments, ensuring long-term durability and reliability.
- **Simplified Integration:** Easily connects to corner finishers using the CFA-TT adapter, providing a modular solution for every stage of your project.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Model | FHTT |
| SKU | TTTFHTT |
| Material | Fiberglass |
| Compatibility | Corner Roller, Corner Applicator, Nail Spotter |
| Connection Type | D-Shaped Fitting |
| Adapter Requirement | CFA-TT (for Corner Finishers) |",TTTFHTT,,TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool.
TapeTech,TapeTech Mud Dog Banjo,"## Elevate Your Drywall Efficiency with the Mud Dog

Streamline your taping process with the TapeTech Mud Dog Taping Banjo, an essential tool engineered for professionals who demand speed and precision on smaller-scale projects. By replacing manual joint taping with this high-capacity applicator, you significantly reduce fatigue and increase your daily output. Designed with the modern contractor in mind, the Mud Dog balances rugged durability with user-centric ergonomics to ensure consistent results from the first seam to the last.

## Superior Capacity and Control

The Mud Dog distinguishes itself by offering a 33% larger compound reservoir compared to standard taping banjos, allowing you to cover more ground with fewer trips to the mud bucket. Its lightweight yet impact-resistant polycarbonate and ABS construction ensures the tool remains manageable throughout long shifts, while the adjustable mud flow system gives you complete command over your application thickness. Whether you are a left- or right-handed operator, the versatile strap configuration and intuitive handle design provide a comfortable, customized grip for all-day performance.

## Key Features

- **High-Capacity Reservoir:** Holds 33% more joint compound than traditional models, minimizing downtime and maximizing efficiency.
- **Ambidextrous Design:** Features adjustable side straps to accommodate both left- and right-handed users seamlessly.
- **Ergonomic Handling:** Engineered with a refined handle geometry to reduce wrist strain and improve maneuverability during overhead or vertical applications.
- **Extended Reach:** Accommodates up to 500-foot rolls of drywall tape, ensuring you spend more time taping and less time reloading.
- **Integrated Cutting System:** Includes an easy-to-install cutting blade and roller assembly for clean, precise tape separation.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | Mud Dog Taping Banjo |
| SKU | TTBAN001TT |
| Material | Polycarbonate / ABS |
| Tape Capacity | Up to 500' rolls |
| Compound Capacity | 33% more than standard banjos |
| Handedness | Ambidextrous (Left or Right) |
| Key Components | Adjustable mud flow, cutting blade, roller assembly |",TTTBAN001TT,,"The TapeTech Premium Mud Dog Taping Banjo (BAN001 TT) is loaded with features like side straps for left or right handed use, a cutting blade / roller assembly, and a truly ergonomic handle."
TapeTech,"TapeTech 2"" Angle Head Drywall Corner Finisher - 40XTT","## Achieve Flawless Internal Corners with Precision

Elevate your drywall finishing standards with the TapeTech 2"" Angle Head Corner Finisher. Engineered for professionals who demand efficiency without compromising on quality, this tool streamlines the finishing process by simultaneously wiping and feathering both sides of an internal corner in a single, fluid motion. Designed to integrate seamlessly into your taping workflow, it is the ideal follow-up to the Corner Roller, ensuring a professional-grade finish every time.

## Superior Performance and Adaptability

The 40XTT is built to handle the realities of job-site conditions. Its sophisticated spring-loaded mechanism provides the necessary flexibility to accommodate corners that deviate slightly from a perfect 90-degree angle, ensuring consistent pressure and a uniform finish across varying wall geometries. By effectively removing excess joint compound and feathering the edges, this tool eliminates the need for tedious manual touch-ups, significantly reducing your labor time.

## Key Features

- **Dual-Sided Efficiency:** Simultaneously wipes and feathers both sides of an internal corner, doubling your productivity in one pass.
- **Adaptive Spring Action:** Automatically adjusts to variations in corner angles, ensuring a tight, clean seal even when walls are not perfectly square.
- **Professional Feathering:** Precision-engineered blade geometry creates a smooth, seamless transition that is ready for sanding or final coating.
- **Workflow Integration:** Specifically designed to work in tandem with TapeTech Corner Rollers for a complete, high-performance taping system.
- **Durable Construction:** Built to withstand the rigorous demands of daily professional use, maintaining its shape and performance over time.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 2"" Angle Head Drywall Corner Finisher |
| Model Number | 40XTT |
| SKU | TTT40XTT |
| Tool Type | Corner Finisher |
| Size | 2 Inches |",TTT40XTT,,"TapeTech 2"" Angle Head Drywall Corner Finisher The corner finisher is designed to wipe down and feather both sides of an internal corner in one pass."
