severity,category,line,id,type,sku,brand,name,detail,recommendation
high,bad_seo_canonical_nonvariation,63,13242,simple,PTCRH50,Platinum Drywall Tools,"Platinum 50"" Corner Roller Handle",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,64,13244,simple,PTEBH,Platinum Drywall Tools,"Platinum Extendable Flat Box Handle 40"" – 64""",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,65,13245,simple,PTEXT3IN11,Platinum Drywall Tools,Platinum Extendable Angle Head Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,66,13246,simple,PTFA,Platinum Drywall Tools,"Platinum 4"" Flat Applicator",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,67,13247,variable,PTFB,Platinum Drywall Tools,Platinum Flat Finishing Box,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,68,13248,simple,PTFIN,Platinum Drywall Tools,Platinum Drywall Starter Finishing Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,69,13249,simple,PTICA,Platinum Drywall Tools,Platinum Inside 90 Degree Applicator,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,70,13250,simple,PTMNBH,Platinum Drywall Tools,Platinum Mini Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,71,13251,variable,PTNS,Platinum Drywall Tools,Platinum Nail Spotter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,72,13252,simple,PTOCA,Platinum Drywall Tools,Platinum Outside 90 Degree Applicator,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,73,13253,simple,PTOCR,Platinum Drywall Tools,Platinum Outside 90 Degree Corner Roller,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,74,13254,variable,PTSSCF,Platinum Drywall Tools,Platinum Stainless Steel Corner Flusher,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,75,13255,simple,PTTP,Platinum Drywall Tools,Platinum Semi Automatic Drywall Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,76,13272,simple,SS2004,SurPro,Stilt Socks w/ All Models-Large,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,77,13273,simple,SS2005,SurPro,Stilt Socks w/ All Models-XL,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,78,13275,simple,03TT,TapeTech,TapeTech EasyClean® Automatic Mini - Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,79,13286,simple,050073,TapeTech,TapeTech Automatic Taper Creaser Wheel,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,80,13289,simple,050109F,TapeTech,Automatic Taper Hub,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,81,13339,simple,054245F,TapeTech,TapeTech Trigger Assembly for Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,82,13343,simple,056248G,TapeTech,Gold Taper Tube,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,83,13344,simple,056707,TapeTech,TapeTech Bazooka Oil Aerosol Spray 8oz,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,84,13345,simple,057356,TapeTech,Pump Tube Cleaning Brush,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,85,13346,simple,058126F,TapeTech,TapeTech Automatic Taper Stainless Steel Drive Chain,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,86,13368,simple,07TT,TapeTech,TapeTech EasyClean® Automatic Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,87,13369,simple,07TTC,TapeTech,TapeTech EasyClean® Carbon Fiber Automatic Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,88,13370,simple,10128,TapeTech,TapeTech Full Set – Configurable,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,89,13371,simple,10354,TapeTech,TapeTech JUMBO PRO™ Set – Configurable,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,90,13372,simple,10355,TapeTech,TapeTech Taping Tools Drywall Finishing Set – Configurable,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,91,13373,simple,10356,TapeTech,TapeTech Flat Box Set – Configurable,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,92,13374,simple,13669,TapeTech,TapeTech Taping Set – Configurable,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,93,13382,simple,14TT,TapeTech,TapeTech MudRunner®,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,94,13385,simple,152006,TapeTech,Corner Roller Stud,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,95,13390,simple,15TTE,TapeTech,TapeTech Inside Corner Roller,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,96,13391,simple,15TTEWHANDLE,TapeTech,TapeTech Corner Roller with Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,97,13392,simple,15TTEXHTT,TapeTech,TapeTech Corner Roller with Extendable XHTT Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,98,13393,simple,16TT,TapeTech,TapeTech Outside Corner Applicator Head,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,99,13394,simple,16TT90,TapeTech,TapeTech Mud Applicator Head – 90° Inside Corner,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,100,13396,simple,17TT,TapeTech,TapeTech Outside Corner Roller,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,101,13397,simple,17TTE,TapeTech,TapeTech Flex Tape Outside Corner Roller,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,102,13401,simple,200,TapeTech,Gooser Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,103,13416,simple,215,TapeTech,Drive Dog Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,104,13436,simple,335,TapeTech,Piston Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,105,13437,simple,340,TapeTech,Cutter Chain Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,106,13438,simple,350008,TapeTech,"8"" Wiper Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,107,13441,simple,402006,TapeTech,Insert Socket For Angle Heads,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,108,13445,simple,4090136,TapeTech,4-40 X 1/8 Socket Head SST Setscrew (6),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,110,13448,simple,450009F,TapeTech,"3"" Angle Head Carbide Blade",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,111,13453,simple,480209,TapeTech,"3-1/2"" Angle Head Carbide Blade",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,113,13461,simple,501C15,TapeTech,"TapeTech 15"" EZ15 Wear Parts Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,114,13463,simple,501F25A,TapeTech,"2.5"" Corner Finisher Maintenance Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,115,13466,simple,501F4A,TapeTech,3 in TapeTech EZ Roll Adjustable Corner Finisher Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,116,13468,simple,501J,TapeTech,Pump Maintenance Kit for 76TT,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,117,13476,variable,TTCORNERFINISHERBLADEKIT,TapeTech,TapeTech Corner Finisher Blade Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,118,13477,simple,502F25,TapeTech,"2.5"" Corner Finisher Blade Change Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,119,13478,simple,502F4,TapeTech,3 in TapeTech EZ Roll Corner Finisher Blade Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,120,13483,simple,600007,TapeTech,"TapeTech Skid 2"" Nail Spotter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,121,13484,simple,630009,TapeTech,"2"" Nail Spotter Facing",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,122,13485,simple,631015,TapeTech,"TapeTech® 2"" Nail Spotter Wiper",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,123,13490,simple,680030,TapeTech,"3"" Nail Spotter Insert",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,124,13494,simple,700032F,TapeTech,Pump Fine Mesh Screen,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,125,13495,simple,700033F,TapeTech,Pump Coarse Mesh Screen,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,126,13497,simple,70173,TapeTech,"TapeTech 10"" & 12"" Finishing Box Full Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,127,13498,simple,702031F,TapeTech,TapeTech Handle Ball,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,128,13503,simple,72017,TapeTech,TapeTech Blue Steel Taping Knife Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,129,13504,simple,72019,TapeTech,TapeTech Stainless Steel Taping Knife Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,130,13505,simple,72020,TapeTech,TapeTech Carbon Steel Joint Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,131,13506,simple,72021,TapeTech,TapeTech Stainless Steel Joint Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,132,13507,simple,72022,TapeTech,TapeTech Blue Steel Taping Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,133,13508,simple,72023,TapeTech,TapeTech Stainless Steel Taping Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,134,13509,simple,72024,TapeTech,TapeTech Pro Stainless Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,135,13510,simple,72025,TapeTech,TapeTech Pro Blue Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,136,13511,simple,72026,TapeTech,TapeTech ProMAXX Stainless Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,137,13512,simple,72027,TapeTech,TapeTech ProMAXX Blue Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,138,13513,simple,72028,TapeTech,TapeTech Starter Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,139,13514,simple,72029,TapeTech,TapeTech Premium Finishing Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,140,13515,simple,72030,TapeTech,TapeTech Starter Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,141,13516,simple,72031,TapeTech,TapeTech Premium Finishing Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,142,13517,simple,72032,TapeTech,TapeTech Finishing Knife Set III,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,143,13518,simple,72033,TapeTech,TapeTech Premium Finishing Knife Set III,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,144,13519,simple,72034,TapeTech,TapeTech Pro Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,145,13520,simple,72035,TapeTech,TapeTech ProMAXX Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,146,13521,simple,72050,TapeTech,"TapeTech 14/18/24/32"" Finishing Knife Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,147,13522,simple,72051,TapeTech,TapeTech Finishing Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,148,13523,variable,TTFINISHINGKNIFEROLLERSET,TapeTech,TapeTech Finishing Knife and Compound Roller Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,149,13524,simple,72053,TapeTech,TapeTech Finishing Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,150,13525,simple,72055,TapeTech,"TapeTech 24"" Premium Finishing Knife and 9"" Compound Roller Set w/ Support Handle/Adapter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,151,13526,simple,72060,TapeTech,"TapeTech 32"" Premium Finishing Knife and 9"" Compound Roller Kit w/ Support Handle/Adapter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,152,13527,simple,72066,TapeTech,TapeTech Deluxe Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,153,13528,simple,72067,TapeTech,TapeTech Semi - Auto Taping Tool Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,154,13534,variable,TTEASYCLEANLOADINGPUMP,TapeTech,TapeTech EasyClean® Loading Pump,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,155,13535,simple,76TTW90T,TapeTech,TapeTech EasyClean® Loading Pump with Box Filler,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,156,13536,simple,800008,TapeTech,Pivot Arm For Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,157,13541,simple,804003F,TapeTech,Grip Assembly For Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,158,13551,simple,85T,TapeTech,TapeTech Gooseneck,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,159,13552,simple,85XLTT,TapeTech,TapeTech XL Gooseneck for 76XLTT Pump,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,160,13556,simple,880042,TapeTech,TapeTech Rubber Grip Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,161,13566,simple,88TTE,TapeTech,TapeTech Xtender Flat Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,162,13567,simple,90T,TapeTech,TapeTech Box Filler,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,163,13572,simple,ATX01TT,TapeTech,"TapeTech Automatic Taper 30"" Extension",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,164,13573,simple,BAN001TT,TapeTech,TapeTech MudDog™ Premium Banjo Taper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,165,13574,simple,BH,TapeTech,TapeTech Brakeless Flat Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,166,13575,simple,BHE,TapeTech,TapeTech Brakeless Extendable Flat Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,167,13576,simple,BHESW,TapeTech,TapeTech SideWinder™ Extendable Brakeless Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,168,13577,simple,CA07XHTT,TapeTech,"TapeTech 7"" Angle Box with Extendable XHTT Handle",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,169,13578,simple,CA08TTXHTT,TapeTech,"TapeTech 8"" Angle Box with XHTT Extendable Handle",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,170,13579,simple,CAATT,TapeTech,TapeTech Corner Applicator Adapter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,171,13580,simple,CFATT,TapeTech,TapeTech Corner Finisher Handle Adapter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,172,13581,simple,CFK02TT,TapeTech,Creaser Wheel Kit for Corner Flusher,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,173,13583,simple,CROLL02,TapeTech,"TapeTech 2"" Premium Inside Corner Compound Roller with Frame",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,174,13584,simple,CROLLHAN2,TapeTech,"TapeTech Compound Roller Support Handle (44""–79"")",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,175,13585,simple,CTA01TT,TapeTech,TapeTech Compound Tube Filler Adapter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,176,13586,simple,CTPMP,TapeTech,TapeTech Bazooka Continuous Flow Pump,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,177,13587,simple,EABS127TTSM,TapeTech,TapeTech Premium ABS Float – Smooth,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,178,13591,simple,EEXSET3135,TapeTech,TapeTech Set of 3 – 135° Outside Corner Edgers,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,179,13592,simple,EEXSET590,TapeTech,TapeTech 5 Piece 90° Outside Corner Edger Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,180,13593,simple,EFLOAT0512N,TapeTech,TapeTech 12″ x 5″ x 1/4″ EVA Neo Float,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,181,13597,simple,EINSET590,TapeTech,TapeTech 5 Piece 90° Inside Corner Edger Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,182,13609,simple,FHTT,TapeTech,TapeTech Interchangeable Fiberglass Support Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,183,13610,simple,FHTTCAATT,TapeTech,TapeTech Fiberglass Angle Box Handle (FHTT/CAA),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,184,13611,simple,FHTTCC,TapeTech,"TapeTech Closet Crusher 18"" Support Handle",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,185,13612,simple,FHTTCFA,TapeTech,TapeTech Fiberglass Angle Head Handle (FHTT/CFA),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,186,13613,simple,FHTTNSA,TapeTech,TapeTech Fiberglass Nail Spotter Handle (FHTT/NSA),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,187,13615,simple,HWK001PS,TapeTech,"TapeTech 13"" x 13"" Aluminum Hawk",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,188,13616,simple,HWK002BLK,TapeTech,"TapeTech 13"" x 13"" Premium Aluminum Hawk – Black",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,189,13619,simple,MAR19046,TapeTech,"3"" Corner Roller",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,190,13620,simple,MP12TT,TapeTech,"TapeTech 12"" Stainless Steel Mud Pan",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,191,13621,simple,MP14TT,TapeTech,"TapeTech 14"" Premium Stainless Steel Mud Pan",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,192,13622,simple,MR01TT,TapeTech,TapeTech MudRunner® Pro,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,193,13623,simple,MRX01TT,TapeTech,TapeTech MudRunner® Pro Extension,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,194,13627,simple,MWS01TT,TapeTech,TapeTech Mobile Wash Station,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,195,13628,simple,NS02WX1HDL,TapeTech,"TapeTech 2"" Nail Spotter with X1 Extension Handle",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,196,13629,simple,NSATT,TapeTech,TapeTech Nail Spotter Handle Adapter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,197,13642,simple,TMK01TT,TapeTech,TapeTech ATF Tool Maintenance Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,198,13643,variable,TT135OUTSIDECORNEREDGER,TapeTech,TapeTech 135° Outside Corner Edger,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,199,13644,variable,TT90OUTSIDECORNEREDGER,TapeTech,TapeTech 90° Outside Corner Edger,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,200,13645,variable,TTANGLEBOXWITHFHTTHANDLE,TapeTech,TapeTech Corner Applicator with FHTT Fiberglass Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,201,13646,variable,TTBASICFULLSETWITHANDBOXES,TapeTech,TapeTech Basic Full Set with Boxes,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
