ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variable,TT-COVE-APPLICATOR-HEAD,,TapeTech Cove Applicator Head,1,0,visible,TapeTech Cove Applicator Head — catalog-normalized TapeTech product.,<p>TapeTech Cove Applicator Head is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Cove Applicator Head</p><p><strong>Official SKU / MPN:</strong> DTB-TT-COVE-APPLICATOR-HEAD</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Applicator Heads,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch55tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch75tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch83tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch90tt_01.webp",,,,,,,,,32,TapeTech,Size,"55 mm, 75 mm, 83 mm, 90 mm",1,0,55 mm,"DTB-TT-COVE-APPLICATOR-HEAD, TapeTech Cove Applicator Head, TapeTech",TapeTech Cove Applicator Head,"Shop TapeTech Cove Applicator Head, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Cove Applicator Head,"TapeTech, drywall tools, DTB-TT-COVE-APPLICATOR-HEAD",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,applicator-heads,applicator-heads,0,,,,,CH55TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-CORNER-FINISHER,,TapeTech Corner Finisher,1,0,visible,TapeTech Corner Finisher — catalog-normalized TapeTech product.,<p>TapeTech Corner Finisher is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Finisher</p><p><strong>Official SKU / MPN:</strong> DTB-TT-CORNER-FINISHER</p><p><em>Source reference: 22</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Finishers,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_40xtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_42tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_48tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_48xtt_01.webp",,,,,,,,,33,TapeTech,Size / Model,"2"", 2.5"", 3"" EasyRoll® Adjustable, 3.5"" EasyRoll® Adjustable",1,0,"2""","DTB-TT-CORNER-FINISHER, TapeTech Corner Finisher, TapeTech",TapeTech Corner Finisher,"Shop TapeTech Corner Finisher, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Corner Finisher,"TapeTech, drywall tools, DTB-TT-CORNER-FINISHER",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-finishers,corner-finishers,0,,,,,40XTT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-EASYCLEAN-PUMP,,TapeTech EasyClean® Pump,1,0,visible,TapeTech EasyClean® Pump — catalog-normalized TapeTech product.,<p>TapeTech EasyClean® Pump is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Pump</p><p><strong>Official SKU / MPN:</strong> DTB-TT-EASYCLEAN-PUMP</p><p><em>Source reference: 13</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Pumps & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76ttca_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_76xltt_01.webp",,,,,,,,,34,TapeTech,Model,"Standard, Canada, Extra Long",1,0,Standard,"DTB-TT-EASYCLEAN-PUMP, TapeTech EasyClean® Pump, TapeTech",TapeTech EasyClean® Pump,"Shop TapeTech EasyClean® Pump, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech EasyClean® Pump,"TapeTech, drywall tools, DTB-TT-EASYCLEAN-PUMP",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,76TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-GOOSENECK,,TapeTech Gooseneck,1,0,visible,TapeTech Gooseneck — catalog-normalized TapeTech product.,<p>TapeTech Gooseneck is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Gooseneck</p><p><strong>Official SKU / MPN:</strong> DTB-TT-GOOSENECK</p><p><em>Source reference: 13</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Pumps & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85t_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_02.webp",,,,,,,,,35,TapeTech,Model,"Standard, Extra Long",1,0,Standard,"DTB-TT-GOOSENECK, TapeTech Gooseneck, TapeTech",TapeTech Gooseneck,"Shop TapeTech Gooseneck, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Gooseneck,"TapeTech, drywall tools, DTB-TT-GOOSENECK",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,85T,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE,,TapeTech Wizard® Compact Finishing Box Handle,1,0,visible,TapeTech Wizard® Compact Finishing Box Handle — catalog-normalized TapeTech product.,<p>TapeTech Wizard® Compact Finishing Box Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Wizard® Compact Finishing Box Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE</p><p><em>Source reference: 35</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8000tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8000ttpa_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8000ttpa_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8000ttpa_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8000ttpa_04.webp",,,,,,,,,36,TapeTech,Model,"Standard, Power Assist",1,0,Standard,"DTB-TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE, TapeTech Wizard® Compact Finishing Box Handle, TapeTech",TapeTech Wizard® Compact Finishing Box Handle,"Shop TapeTech Wizard® Compact Finishing Box Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Wizard® Compact Finishing Box Handle,"TapeTech, drywall tools, DTB-TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,8000TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-FLAT-BOX-HANDLE,,TapeTech Flat Box Handle,1,0,visible,TapeTech Flat Box Handle — catalog-normalized TapeTech product.,<p>TapeTech Flat Box Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Flat Box Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-FLAT-BOX-HANDLE</p><p><em>Source reference: 32</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8034tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8042tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8054tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8072tt_01.webp",,,,,,,,,37,TapeTech,Length,"34"", 42"", 54"", 72""",1,0,"34""","DTB-TT-FLAT-BOX-HANDLE, TapeTech Flat Box Handle, TapeTech",TapeTech Flat Box Handle,"Shop TapeTech Flat Box Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Flat Box Handle,"TapeTech, drywall tools, DTB-TT-FLAT-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,8034TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-EASYFINISH-BOX-HANDLE,,TapeTech EasyFinish™ Box Handle,1,0,visible,TapeTech EasyFinish™ Box Handle — catalog-normalized TapeTech product.,<p>TapeTech EasyFinish™ Box Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyFinish™ Box Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-EASYFINISH-BOX-HANDLE</p><p><em>Source reference: 32</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8134tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8142tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8154tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8172tt_01.webp",,,,,,,,,38,TapeTech,Length,"34"", 42"", 54"", 72""",1,0,"34""","DTB-TT-EASYFINISH-BOX-HANDLE, TapeTech EasyFinish™ Box Handle, TapeTech",TapeTech EasyFinish™ Box Handle,"Shop TapeTech EasyFinish™ Box Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech EasyFinish™ Box Handle,"TapeTech, drywall tools, DTB-TT-EASYFINISH-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,8134TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-BRAKELESS-BOX-HANDLE,,TapeTech Brakeless Box Handle,1,0,visible,TapeTech Brakeless Box Handle — catalog-normalized TapeTech product.,<p>TapeTech Brakeless Box Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Brakeless Box Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-BRAKELESS-BOX-HANDLE</p><p><em>Source reference: 33</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_bh_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_bh_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_bhe_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_bhe_02.webp",,,,,,,,,39,TapeTech,Model,"Fixed 34"", Extendable 34""-60""",1,0,"Fixed 34""","DTB-TT-BRAKELESS-BOX-HANDLE, TapeTech Brakeless Box Handle, TapeTech",TapeTech Brakeless Box Handle,"Shop TapeTech Brakeless Box Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Brakeless Box Handle,"TapeTech, drywall tools, DTB-TT-BRAKELESS-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,BH,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-CORNER-APPLICATOR,,TapeTech Corner Applicator,1,0,visible,TapeTech Corner Applicator — catalog-normalized TapeTech product.,<p>TapeTech Corner Applicator is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Applicator</p><p><strong>Official SKU / MPN:</strong> DTB-TT-CORNER-APPLICATOR</p><p><em>Source reference: 19</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Applicators,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ca07tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ca08tt_01.webp",,,,,,,,,40,TapeTech,Size,"7"", 8""",1,0,"7""","DTB-TT-CORNER-APPLICATOR, TapeTech Corner Applicator, TapeTech",TapeTech Corner Applicator,"Shop TapeTech Corner Applicator, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Corner Applicator,"TapeTech, drywall tools, DTB-TT-CORNER-APPLICATOR",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-applicators,corner-applicators,0,,,,,CA07TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-SUPPORT-HANDLE,,TapeTech Support Handle,1,0,visible,TapeTech Support Handle — catalog-normalized TapeTech product.,<p>TapeTech Support Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-SUPPORT-HANDLE</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Support Handles & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_07.webp",,,,,,,,,41,TapeTech,Model,"Fiberglass, Closet Crusher Fiberglass, Extension",1,0,Fiberglass,"DTB-TT-SUPPORT-HANDLE, TapeTech Support Handle, TapeTech",TapeTech Support Handle,"Shop TapeTech Support Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle,"TapeTech, drywall tools, DTB-TT-SUPPORT-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,support-handles-and-adapters,support-handles-and-adapters,0,,,,,FHTT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-SUPPORT-HANDLE-ADAPTER,,TapeTech Support Handle Adapter,1,0,visible,TapeTech Support Handle Adapter — catalog-normalized TapeTech product.,<p>TapeTech Support Handle Adapter is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle Adapter</p><p><strong>Official SKU / MPN:</strong> DTB-TT-SUPPORT-HANDLE-ADAPTER</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Support Handles & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_02.webp",,,,,,,,,42,TapeTech,Adapter Type,"Corner Applicator, Corner Finisher, Nail Spotter",1,0,Corner Applicator,"DTB-TT-SUPPORT-HANDLE-ADAPTER, TapeTech Support Handle Adapter, TapeTech",TapeTech Support Handle Adapter,"Shop TapeTech Support Handle Adapter, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle Adapter,"TapeTech, drywall tools, DTB-TT-SUPPORT-HANDLE-ADAPTER",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,support-handles-and-adapters,support-handles-and-adapters,0,,,,,CAA-TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-PREMIUM-COMPOUND-ROLLER,,TapeTech Premium Compound Roller,1,0,visible,TapeTech Premium Compound Roller — catalog-normalized TapeTech product.,<p>TapeTech Premium Compound Roller is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Official SKU / MPN:</strong> DTB-TT-PREMIUM-COMPOUND-ROLLER</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Compound Rollers,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_06.webp",,,,,,,,,43,TapeTech,Size,"2"", 4"", 9"", 12""",1,0,"2""","DTB-TT-PREMIUM-COMPOUND-ROLLER, TapeTech Premium Compound Roller, TapeTech",TapeTech Premium Compound Roller,"Shop TapeTech Premium Compound Roller, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Premium Compound Roller,"TapeTech, drywall tools, DTB-TT-PREMIUM-COMPOUND-ROLLER",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,compound-rollers,compound-rollers,0,,,,,CROLL02,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variable,TT-ROLLER-CAGE,,TapeTech Roller Cage,1,0,visible,TapeTech Roller Cage — catalog-normalized TapeTech product.,<p>TapeTech Roller Cage is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Roller Cage</p><p><strong>Official SKU / MPN:</strong> DTB-TT-ROLLER-CAGE</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Compound Rollers,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_09.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage04_10.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_09.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage09_10.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ccage12_09.webp",,,,,,,,,44,TapeTech,Size,"4"", 9"", 12""",1,0,"4""","DTB-TT-ROLLER-CAGE, TapeTech Roller Cage, TapeTech",TapeTech Roller Cage,"Shop TapeTech Roller Cage, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Roller Cage,"TapeTech, drywall tools, DTB-TT-ROLLER-CAGE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,compound-rollers,compound-rollers,0,,,,,CCAGE04,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
