brand,name,description_full,sku,upc,description_short
Columbia Taping Tools,"Columbia 6"" CLIPPED JOINT KNIFE","## Precision Finishing with the Columbia 6"" Clipped Joint Knife

Master the art of the perfect finish with the Columbia 6"" Clipped Joint Knife. Engineered specifically for the professional drywall contractor, this tool combines precision, durability, and ergonomic design to streamline your taping and patching workflow. Whether you are bedding tape, filling screw heads, or applying the initial coat of compound, this knife delivers the consistent control required for a seamless, high-quality result.

## The Clipped Advantage

The standout feature of this tool is its precision-clipped corner design. This geometry is a game-changer for tight spaces and corner work, allowing you to maneuver with confidence without the risk of digging into the drywall or damaging your tape. By reducing drag and preventing accidental gouging, the Columbia Clipped Joint Knife helps you maintain a faster, cleaner pace throughout your workday.

## Key Features

- **Clipped Corner Design:** Engineered to minimize drag and prevent corner gouging, ensuring a smooth finish in tight areas.
- **Professional-Grade Blade:** Crafted from high-quality steel to provide the perfect balance of flexibility and long-lasting edge retention.
- **Ergonomic Handle:** Designed for all-day comfort, significantly reducing hand fatigue during repetitive finishing tasks.
- **Versatile 6-inch Width:** The industry-standard size for efficient tape bedding, fastener concealment, and general patching.
- **Rugged Construction:** Built to withstand the daily rigors of the job site, ensuring reliability project after project.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 6"" Clipped Joint Knife |
| SKU | CJK6 |
| UPC | 824149011990 |
| Blade Width | 6 inches |
| Tool Type | Joint Knife |",CJK6,824149011990,"Columbia 6"" CLIPPED JOINT KNIFE"
Columbia Taping Tools,"Columbia 6"" PUTTY KNIFE","## Precision Performance for Professional Finishers

Elevate your drywall finishing standards with the Columbia 6"" Putty Knife. Engineered for the rigorous demands of the job site, this tool delivers the consistency and control required for seamless taping, patching, and smoothing. Whether you are bedding tape or filling fasteners, the Columbia NPK6 provides the perfect balance of flexibility and rigidity to ensure a flawless finish every time.

## Built for the Trade

Columbia Taping Tools are synonymous with reliability, and this 6-inch knife is no exception. Designed with the professional contractor in mind, it features a high-grade blade that resists corrosion and maintains its edge through extended use. The ergonomic handle design minimizes hand fatigue during long shifts, allowing for precise application and effortless feathering.

## Key Features

- **Professional-Grade Blade:** Precision-ground edge ensures smooth, streak-free application of joint compound.
- **Ergonomic Grip:** Designed for comfort and control, reducing strain during repetitive motions.
- **Durable Construction:** Built to withstand the harsh environment of daily construction work.
- **Versatile Application:** Ideal for taping joints, patching holes, and scraping surfaces.
- **Easy Maintenance:** High-quality materials allow for quick and simple cleanup at the end of the day.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 6"" Putty Knife |
| SKU | NPK6 |
| UPC | 824149011952 |
| Blade Width | 6 inches |",NPK6,824149011952,"Columbia 6"" PUTTY KNIFE"
Columbia Taping Tools,"Columbia 60"" 180-Grip Bent Flat Box Handle","## Master Your Finish with Precision Leverage

Elevate your drywall finishing workflow with the Columbia 60"" 180-Grip Bent Flat Box Handle. Engineered specifically for high-production environments, this handle provides the essential leverage and control required to tackle challenging headers and butt joints with ease. By optimizing the angle of attack, this tool allows for faster, cleaner compound application, significantly reducing operator fatigue during long shifts.

## Engineered for Durability and Control

Constructed from premium billet aluminum, this handle is built to endure the harsh realities of the job site while remaining remarkably lightweight. The minimalist design reduces moving parts, which enhances reliability and simplifies maintenance. Featuring a 180-degree clamp-style brake, it delivers consistent, responsive pressure throughout the entire range of motion, ensuring that your flat box stays exactly where you need it for a professional-grade finish every time.

## Key Features

- **Bent Handle Geometry:** Specifically angled to provide superior leverage, making it the ideal choice for efficient work on butt joints and headers.
- **180-Degree Clamp Brake:** Offers reliable, continuous braking capability, providing precise control and preventing slippage during application.
- **Rugged Billet Aluminum:** Crafted for maximum strength and longevity, featuring a sleek black anodized finish with laser engraving for a professional look.
- **Ergonomic 1 1/4"" Diameter:** Designed to balance structural integrity with operator comfort, ensuring a secure grip throughout the day.
- **Universal Compatibility:** Designed to integrate seamlessly with most leading flat box brands, excluding TapeWorm systems.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 60"" 180-Grip Bent Flat Box Handle |
| SKU | 5bbh |
| Handle Length | 60 inches |
| Material | Billet Aluminum |
| Finish | Black Anodized |
| Brake System | 180-Degree Clamp Style |
| Pipe Diameter | 1 1/4 inches |
| Compatibility | Most major flat box brands (Excludes TapeWorm) |",5bbh,,"Columbia 60"" 180 Degree Grip Flat Box Handle"
Columbia Taping Tools,"Columbia 60"" 180-Grip Featherweight Flat Box Handle","## Reach New Heights with Precision Control

Elevate your drywall finishing efficiency with the Columbia 60"" 180-Grip Featherweight Flat Box Handle. Engineered for the demanding professional, this handle provides the extended reach necessary for high-ceiling applications without sacrificing the control required for a flawless finish. By combining a lightweight design with a robust, ergonomic build, Columbia ensures you can maintain productivity throughout long shifts while reducing operator fatigue.

## Advanced Braking and Ergonomics

The standout feature of this handle is the integrated 180-degree braking system, offering unparalleled versatility when maneuvering your flat box. Whether you are working on walls or ceilings, the brake allows for precise angle adjustments, ensuring consistent pressure and smooth mud application every time. The 1.25-inch diameter tube provides a substantial, secure grip that feels natural in the hand, giving you the leverage needed to tackle complex taping jobs with confidence.

## Key Features

- **Extended Reach:** The 60-inch length is optimized for high-ceiling work, minimizing the need for stilts or ladders in many scenarios.
- **180-Degree Braking System:** Offers superior control and flexibility, allowing for quick adjustments to the box angle during operation.
- **Ergonomic 1.25"" Grip:** The thicker tube diameter reduces hand strain and improves overall control, making it ideal for all-day use.
- **Featherweight Construction:** Built to be lightweight, reducing fatigue without compromising on the durability expected from Columbia Taping Tools.
- **Universal Compatibility:** Designed to fit seamlessly with all major brands of flat boxes, making it a versatile addition to any drywall professional's toolkit.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 60"" 180-Grip Featherweight Flat Box Handle |
| SKU | 5BH |
| UPC | 824149000550 |
| Length | 60 inches |
| Tube Diameter | 1.25 inches |
| Brake Type | 180-degree |
| Compatibility | Universal (Fits all major flat box brands) |",5BH,824149000550,"Columbia 60""Flat Box Handle is a great handle for taller ceilings. It features a 180-degree braking system which allows for greater versatility. The thicker 1.25"" tube feels great in your hands. Will fit all major brands of flat boxes."
Columbia Taping Tools,"Columbia 7"" ThrottleBox Angle Box","## Precision Finishing for 90-Degree Corners

Elevate your drywall finishing workflow with the Columbia 7"" ThrottleBox Angle Box. Engineered for professionals who demand consistency and speed, this applicator is the industry standard for finishing inside 90-degree corners. Designed to integrate seamlessly into your existing tool kit, the ThrottleBox delivers a flawless finish every time, reducing the need for manual touch-ups and significantly increasing your daily output.

## Built for the Job Site

Durability meets performance in this robust corner flusher applicator. Constructed from high-grade billet aluminum and steel, the ThrottleBox is built to withstand the rigors of daily professional use. The design prioritizes user experience, featuring a non-swelling door rubber gasket that ensures smooth, consistent operation throughout the day. Additionally, the extended filler nozzle simplifies the loading process, allowing for faster refills and less downtime on the job.

## Key Features

- **Universal Compatibility:** Designed to work seamlessly with any brand of angle head, making it a versatile addition to your existing drywall tool collection.
- **Rugged Construction:** Crafted from premium billet aluminum and steel for maximum durability and long-term reliability.
- **Smooth Operation:** Features a high-quality, non-swelling door gasket that prevents sticking and ensures a consistent flow.
- **Efficient Loading:** The extended filler nozzle design allows for quick and easy filling, keeping you productive on the job site.
- **Secure Attachment:** Equipped with a threaded ball on the end of the cone for a secure, reliable connection to your angle head.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 7"" ThrottleBox Angle Box |
| SKU | 7CFB |
| UPC | 824149000161 |
| Material | Billet Aluminum & Steel |
| Application | Inside 90-degree corner finishing |
| Compatibility | Universal (Fits any brand angle head) |",7CFB,824149000161,"Columbia Angle Box-Corner Flusher Applicator 7""is used with any brand of angle head to finish inside 90-degree corners.Made from Billet Aluminum & Steel with a threaded ball on the end of the cone. The non-swelling door rubber gasket runs smooth. The longer filler nozzle makes for easier filling."
Columbia Taping Tools,"Columbia 7"" Tomahawk Smoothing Blade","## Engineered for Uncompromising Durability

Elevate your drywall finishing standards with the Columbia 7"" Tomahawk Smoothing Blade. Designed specifically for the high-demand professional, this tool eliminates the common failure points associated with standard smoothing blades, ensuring consistent performance and longevity on even the most rigorous job sites.

## Precision Performance

The Tomahawk series sets a new benchmark for reliability by completely removing plastic components from the assembly. By integrating directly with a Flat Box handle, this blade eliminates the need for fragile plastic adaptors that typically buckle under the weight of larger blades. This robust, all-metal connection not only prevents breakage but also enhances stability, granting you superior control and the ability to adjust your angle of attack seamlessly while in motion.

## Key Features

- **All-Metal Construction:** Built without plastic pieces to prevent snapping and ensure long-term durability under heavy pressure.
- **Flat Box Handle Compatibility:** Designed to connect directly to standard Flat Box handles for a secure, reliable fit.
- **Adaptor-Free Design:** Eliminates the weak points caused by plastic adaptors, ensuring the tool remains intact during demanding applications.
- **Enhanced Stability:** Provides a rigid, stable platform that allows for precise, fluid angle adjustments while working.
- **Professional Grade:** Engineered to withstand the daily wear and tear of professional drywall finishing environments.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia 7"" Tomahawk Smoothing Blade |
| SKU | TSB-7 |
| UPC | 824149009935 |
| Construction | All-Metal (No Plastic) |
| Compatibility | Flat Box Handles |",TSB-7,824149009935,"The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade."
Columbia Taping Tools,"Columbia 72"" 180-Grip Bent Flat Box Handle","## Reach New Heights with Precision Control

Elevate your drywall finishing capabilities with the Columbia 72-inch 180-Grip Bent Flat Box Handle. Engineered for the demanding professional, this extended-reach tool eliminates the need for cumbersome scaffolding when tackling high ceilings and expansive wall surfaces. By combining a bent geometry with a responsive 180-degree braking system, it delivers the leverage and precision required for consistent, high-quality compound application.

## Built for the Professional Job Site

Constructed to withstand the rigors of daily use, this handle features a robust billet aluminum build that balances structural integrity with a lightweight profile. The 1.25-inch diameter pipe is specifically designed to minimize operator fatigue during long shifts, allowing for sustained productivity. With its sleek black anodized finish and laser-engraved branding, this tool not only performs at a professional standard but maintains its integrity and appearance over years of service.

## Key Features

- **Extended Reach:** The 72-inch length provides the necessary leverage to finish high ceilings and upper wall sections without the safety risks or setup time associated with scaffolding.
- **180-Degree Brake System:** Features a reliable clamp-style brake that offers full-range control, ensuring precise compound application across walls and butt joints.
- **Ergonomic Design:** Built with a 1.25-inch diameter pipe that reduces hand strain and fatigue, promoting comfort during extended finishing sessions.
- **Rugged Construction:** Crafted from high-grade billet aluminum to ensure long-term durability in demanding construction environments.
- **Professional Aesthetic:** Finished with a black anodized coating and laser engraving for a premium look that resists wear and tear.
- **Broad Compatibility:** Designed to integrate seamlessly with most leading flat box brands, excluding TapeWorm systems.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 72"" 180-Grip Bent Flat Box Handle |
| SKU | 6BBH |
| Length | 72 inches |
| Material | Billet Aluminum |
| Brake Type | 180-degree clamp-style |
| Pipe Diameter | 1.25 inches |
| Compatibility | Most leading flat box brands (excluding TapeWorm) |",6BBH,,"Columbia 72"" 180 Degree Grip Flat Box Handle"
Columbia Taping Tools,"Columbia 72"" 180-Grip Featherweight Flat Box Handle","## Reach New Heights with Professional Precision

Designed for the professional who demands maximum reach without sacrificing control, the Columbia 72"" 180-Grip Featherweight Flat Box Handle is the longest handle in the Columbia lineup. Engineered specifically for high-ceiling applications and tall wall finishing, this tool ensures you can achieve a flawless finish without the need for ladders or stilts.

## Superior Control and Ergonomics

Built to reduce operator fatigue during long shifts, the handle features a robust 1.25"" diameter tube that provides a secure, comfortable grip. The integrated 180-degree braking system offers unparalleled versatility, allowing you to lock the box at the precise angle required for any pass. Whether you are tackling high-reach areas or standard wall joints, this handle delivers the stability and maneuverability required for high-volume production.

## Key Features

- **Extended Reach:** 72-inch length provides maximum coverage for high-ceiling and tall wall applications.
- **180-Degree Brake System:** Offers versatile locking capabilities for precise angle control during every pass.
- **Ergonomic 1.25"" Grip:** Thicker tube diameter reduces hand strain and improves overall control.
- **Featherweight Construction:** Lightweight design minimizes fatigue, allowing for longer, more productive work sessions.
- **Universal Compatibility:** Engineered to fit all major brands of flat boxes, ensuring seamless integration into your existing tool kit.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 72"" 180-Grip Featherweight Flat Box Handle |
| SKU | 6BH |
| UPC | 824149000567 |
| Length | 72 inches |
| Tube Diameter | 1.25 inches |
| Brake System | 180-degree |",6BH,824149000567,"Columbia 72"" Flat Box Handle is the longest flat box handle that Columbia makes. It is great for the tall stuff. It features a 180-degree braking system which allows for greater versatility. The thicker 1.25"" tube feels excellent in your hands. Will fit all major brands of flat boxes."
Columbia Taping Tools,"Columbia 8"" and 10"" Flat Box Combo","## Master Your Drywall Finish with Columbia Precision

Elevate your drywall finishing workflow with the Columbia Taping Tools 8"" and 10"" Flat Box Combo. Engineered for high-volume professionals, this comprehensive set streamlines the taping and finishing process, allowing for precise, consistent results with every pass. By combining industry-leading durability with ergonomic design, this kit empowers contractors to achieve a flawless two-coat finish with significantly reduced labor time.

## Professional-Grade Efficiency

This kit provides the essential tools required to execute a professional-grade two-coat finish. The 8-inch flat box is perfectly calibrated for the initial fill, while the 10-inch flat box is optimized for the second coat, ensuring smooth, feathered seams that meet the highest standards of quality. By integrating the included Hot Mud Pump and filler attachment, you minimize downtime and maximize output on the job site, keeping your project moving forward without interruption.

## Key Features

- **8"" Flat Box:** Precision-engineered for the initial fill, providing consistent mud application and smooth operation.
- **10"" Flat Box:** Optimized for the second coat, designed to feather edges perfectly for a seamless finish.
- **42"" Flat Box Handle:** Offers superior leverage and ergonomic control, reducing operator fatigue during extended use.
- **Hot Mud Pump:** A high-efficiency solution for rapid, mess-free filling of your flat boxes.
- **Filler Attachment:** Ensures a secure, airtight connection between the pump and the boxes for quick, reliable refills.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia 8"" and 10"" Flat Box Combo |
| SKU | Gctboxset8/10 |
| UPC | 810135984386 |
| Included Components | 8"" Flat Box, 10"" Flat Box, 42"" Handle, Hot Mud Pump, Filler Attachment |
| Application | Drywall Finishing (2-Coat System) |",Gctboxset8/10,810135984386,"Columbia 8"" and 10"" Flat Box Combo Set"
Columbia Taping Tools,"Columbia 8"" Drywall Flat Finisher Box","## Precision Base Coating Performance

Elevate your drywall finishing workflow with the Columbia 8"" Flat Finisher Box. Engineered for professionals who demand consistency and speed, this tool is the industry standard for base coating taped seams. By combining robust construction with refined mechanical adjustments, the 8FFB ensures a flawless finish on every pass, reducing the need for extensive sanding and rework.

## Engineered for the Job Site

Designed to withstand the rigors of daily use, the Columbia 8FFB integrates advanced mechanical features that minimize downtime and maximize output. The pivoting axle ensures smooth tracking across joints, while the upgraded aluminum wheels with integrated o-rings provide superior grip and stability. With the ""No Swell"" gasket technology, you can rely on consistent performance without the frustration of seal degradation, keeping your compound exactly where it needs to be.

## Key Features

- **Adjustable Stainless Steel Blade:** Delivers precise compound application for perfectly flat joints every time.
- **Pivoting Axle:** Enhances maneuverability, allowing the box to maintain consistent contact even on uneven surfaces.
- **No Swell Gaskets:** Advanced sealing technology prevents leakage and ensures long-term reliability.
- **Aluminum Wheels with O-Rings:** Provides smooth, stable tracking and improved traction for a professional finish.
- **Universal Compatibility:** Engineered to fit seamlessly onto all leading brands of flat box handles, making it a versatile addition to any tool kit.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia 8"" Drywall Flat Finisher Box |
| SKU | 8FFB |
| UPC | 824149000208 |
| Warranty | 5 Year Manufacturer Warranty |",8FFB,824149000208,"Columbia Drywall Taping Tools 8” Flat Box is the perfect sized box for base coating taped seams. This new 8"" Columbia box has many new improvements including the ""No Swell"" rubber gaskets, pivoting axle, and aluminum wheels with integrated o-rings. The adjustable, stainless steel blade delivers the right amount of drywall compound to finish flat joints evenly. The box will fit on all leading brands of flat box handles.Covered by a5 Year manufacture warranty."
Columbia Taping Tools,"Columbia 8"" Fat Boy Automatic Assist Drywall Flat Box","## Effortless Precision for Professional Drywall Finishing

Elevate your drywall finishing workflow with the Columbia 8"" Fat Boy Automatic Assist Flat Box. Engineered for the demanding professional, this tool eliminates the physical strain typically associated with manual compound application. By integrating a sophisticated, spring-loaded mechanism, the Fat Boy applies consistent pressure to the compound chamber, allowing for a smooth, effortless glide across your joints. This tool is designed to maximize your efficiency on the job site while delivering a superior, professional-grade finish.

## Superior Performance and Durability

Columbia Taping Tools has built a reputation on reliability and precision. This flat box is meticulously calibrated to deliver flawless, flat joints with every pass. Designed to withstand the rigors of daily job site use, the Fat Boy ensures that your finishing work remains consistent, professional, and efficient, project after project. Experience the difference that fine-tuned engineering makes in your daily productivity.

## Key Features

- **Automatic Assist Technology:** Integrated springs provide constant pressure, significantly reducing the manual force required to dispense compound.
- **Optimized 8-Inch Width:** Perfectly sized for standard flat joint finishing, ensuring broad, even coverage.
- **Precision Engineering:** Fine-tuned components guarantee a smooth, streak-free finish that minimizes the need for sanding.
- **Rugged Construction:** Built with high-quality materials to endure heavy-duty professional use.
- **Ergonomic Operation:** Designed to be the easiest-to-push box in the industry, reducing operator fatigue during long shifts.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 8"" Fat Boy Automatic Assist Drywall Flat Box |
| SKU | 8FBBA |
| UPC | 824149008099 |
| Tool Type | Automatic Flat Box |
| Size | 8"" |",8FBBA,824149008099,"The Columbia Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamberrequiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations."
Columbia Taping Tools,"Columbia 8"" Fat Boy Drywall Flat Finishing Box","## Maximize Productivity with the Columbia 8"" Fat Boy

The Columbia 8"" Fat Boy Flat Finishing Box is engineered for the professional drywall contractor who demands higher output and reduced downtime. By increasing the mud capacity by 30% over standard 8-inch models, this tool allows you to cover significantly more linear footage in a single pass, minimizing the frequency of trips to the pump and keeping you on the wall longer.

## Built for High-Volume Performance

Designed specifically for the rigorous demands of first-coat applications on flat joints and butt seams, the Fat Boy delivers consistent, professional results. Its robust construction ensures it stands up to daily job site abuse, while the user-friendly design streamlines your cleanup process, getting you ready for the next job faster.

## Key Features

- **High-Capacity Reservoir:** Holds 30% more compound than standard 8-inch boxes, extending your run time.
- **Optimized for First Coats:** Perfectly calibrated for efficient application on flat joints and butt seams.
- **Rapid Cleanup:** Features an easy-open door plate for quick access and thorough cleaning.
- **Universal Compatibility:** Engineered to fit seamlessly with all major brands of flat box handles.
- **Industry-Leading Protection:** Backed by a 5-year warranty for peace of mind.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product | 8"" Fat Boy Flat Finishing Box |
| SKU | 8FBB |
| UPC | 824149000192 |
| Capacity Advantage | +30% vs. Standard |
| Warranty | 5 Year |",8FBB,824149000192,"Columbia 8"" Fat Boy Drywall Flat Finishing Box holds 30% more mud than the standard Columbia 8"" Flat Box. It works great for running the first coat on flat joints and butt seams. With 30% more mud, you can go longer distances without having to fill it up at the pump. Easy open door plate makes for very easy cleanup and will fit on all major brands of flat box handles. 5 Year Columbia Warranty."
Columbia Taping Tools,"Columbia 8"" Inside Track Fat Boy Flat Box","## Elevate Your Finishing Efficiency

The Columbia 8"" Inside Track Fat Boy Flat Box is engineered for drywall professionals who demand superior capacity and consistent results. By integrating a high-volume mud chamber with precision-machined components, this tool significantly reduces the time spent refilling, allowing for a more streamlined and productive workflow on the job site.

## Precision-Engineered Performance

The ""Fat Boy"" architecture provides an expanded mud reservoir, enabling longer runs and fewer interruptions during your finishing process. Specifically calibrated for inside corner finishing, the ""Inside Track"" design ensures clean, sharp angles and smooth transitions, delivering a professional-grade finish that minimizes the need for extensive sanding or touch-ups.

## Key Features

- **High-Capacity Design:** The ""Fat Boy"" reservoir holds more joint compound, reducing refill frequency and increasing your daily output.
- **Inside Track Precision:** Specifically optimized for inside corner finishing, ensuring clean, sharp angles and consistent mud application.
- **Rugged Durability:** Manufactured with premium, high-quality materials to endure the heavy-duty demands of professional drywall finishing environments.
- **Consistent Application:** Delivers a uniform layer of compound, ensuring a smooth, professional finish every time.
- **Seamless Integration:** Fully compatible with standard Columbia Taping Tools handles and loading pumps for immediate, hassle-free deployment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 8"" Inside Track Fat Boy Flat Box |
| SKU | 8ITFB |
| UPC | 824149009065 |
| Box Size | 8"" |
| Category | Drywall Finishing Tools |",8ITFB,824149009065,"Columbia 8"" Inside Track Fat Boy Flat Box"
Columbia Taping Tools,"Columbia 8"" PUTTY KNIFE","## Precision Drywall Finishing

Elevate your drywall finishing standards with the Columbia 8-inch Putty Knife. Engineered for the demanding professional, this tool delivers the perfect balance of flexibility and rigidity, ensuring seamless compound application and smooth, professional-grade finishes on every joint.

## Built for the Job Site

Designed to withstand the rigors of daily use, this putty knife features a high-grade stainless steel blade that resists corrosion and maintains its edge over time. The ergonomic handle is crafted to reduce hand fatigue during extended periods of taping and coating, allowing for consistent control and precision throughout the workday.

## Key Features

- **Precision Blade:** 8-inch width optimized for efficient joint finishing and feathering.
- **Durable Construction:** Premium stainless steel blade prevents rust and ensures long-term reliability.
- **Ergonomic Grip:** Contoured handle design minimizes strain during repetitive motions.
- **Balanced Feel:** Engineered for optimal weight distribution to improve accuracy and reduce effort.
- **Professional Reliability:** Built by Columbia Taping Tools, a trusted name in high-performance drywall finishing equipment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 8"" Putty Knife |
| SKU | NPK8 |
| UPC | 824149011969 |
| Blade Width | 8 inches |
| Material | Stainless Steel |",NPK8,824149011969,"Columbia 8"" PUTTY KNIFE"
Columbia Taping Tools,"Columbia 8"" ThrottleBox Angle Box","## Master Your Corners with the Columbia 8"" ThrottleBox

Elevate your drywall finishing efficiency with the Columbia 8"" ThrottleBox Angle Box. Engineered for professionals who demand precision and durability, this tool streamlines the corner finishing process. By integrating advanced automatic capabilities, the ThrottleBox significantly reduces the physical strain typically associated with corner boxes, allowing you to maintain high-quality output throughout long shifts.

## Precision Engineering for Professional Results

Built from high-grade billet materials and featuring a precision-threaded stainless steel ball, this angle box is designed to withstand the rigors of daily job site use. The refined design ensures seamless operation, while the adjustable spring tension system allows you to customize the flow to your specific needs, effectively minimizing air pockets for a smooth, consistent finish every time.

## Key Features

- **Automatic Efficiency:** Advanced internal mechanics make pushing the box at least 50% easier than standard models, significantly reducing operator fatigue.
- **Billet Construction:** Crafted for long-term durability and reliable performance in demanding environments.
- **Adjustable Tension:** Fine-tune the spring tension to optimize material flow and eliminate air pockets.
- **Stainless Steel Components:** Features a threaded stainless steel ball for smooth, consistent operation.
- **Versatile Compatibility:** Designed to work seamlessly with your preferred angle heads or applicator heads for rapid corner coating.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia 8"" ThrottleBox Angle Box |
| SKU | 8CFB |
| UPC | 824149000185 |
| Construction | Billet |
| Key Component | Threaded Stainless Steel Ball |",8CFB,824149000185,"The Columbia 8"" Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All Columbia Corner Boxes now come standard with automatic capabilities, making pushing the box at least50% easierthan standard boxes. The new springs have adjustable tensions and greatly reduce the occurrence of air pockets while running. The Throttle Box allows the corners to be quickly"
Columbia Taping Tools,Columbia Inside 90 Degree Mud Head,"## Precision Finishing for 90-Degree Corners

Elevate your drywall finishing workflow with the Columbia Inside 90 Degree Mud Head. Engineered for professionals who demand both precision and speed, this tool streamlines the pre-filling process, ensuring a uniform application of compound every time. By optimizing your workflow, you can achieve professional-grade results with significantly less effort.

## Built for Job Site Durability

Constructed from high-grade UHMW (Ultra-High Molecular Weight) plastic, this mud head is designed to withstand the rigorous demands of daily use. The material offers superior wear resistance and low friction, ensuring that your tool remains reliable throughout the toughest projects. The specialized grooved design facilitates consistent mud distribution, allowing for a smooth, professional finish in tight 90-degree corners.

## Key Features

- **Optimized Mud Distribution:** Proportionate grooves ensure an even flow of compound, reducing the need for manual touch-ups.
- **High-Performance Material:** Manufactured from durable UHMW plastic for long-lasting wear resistance.
- **Enhanced Efficiency:** Specifically designed to accelerate the pre-filling process, increasing your daily output.
- **Seamless Compatibility:** Features a nozzle design that integrates perfectly with Better-Than-Ever compound tubes.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Inside 90 Degree Mud Head |
| SKU | IA90 |
| UPC | 824149009171 |
| Material | UHMW (Ultra-High Molecular Weight) |",IA90,824149009171,"Columbia's Inside 90 Degree Mud Headhas proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes this Mud Heads the best on the market. Comes with a nozzle that will fit Better-Than-Ever compound tubes."
Columbia Taping Tools,Columbia Angle Head Ball Adapter,"## Maximize Your Finishing Versatility

Transform your existing equipment into a multi-purpose powerhouse with the Columbia Angle Head Ball Adapter. Designed for the professional finisher who demands efficiency and versatility, this precision-engineered component allows you to seamlessly convert your standard Columbia One Handle into a dedicated glazing handle. By streamlining your tool kit, you can maintain high-speed performance without the burden of carrying redundant equipment.

## Seamless Integration for Professional Results

Engineered with the exacting standards Columbia Taping Tools is known for, the AHA adapter ensures a secure, reliable connection between your handle and glazing attachments. Whether you are tackling intricate glazing work or standard finishing tasks, this adapter provides the stability and control required for a flawless finish. It is the ideal solution for contractors looking to optimize their workflow and maximize the utility of their current tool inventory.

## Key Features

- **Enhanced Versatility:** Instantly adapts the Columbia One Handle for glazing applications, expanding your tool's functionality.
- **Precision Engineering:** Built to the rigorous specifications of Columbia Taping Tools for a perfect fit and long-lasting durability.
- **Workflow Efficiency:** Reduces the need for multiple specialized handles, allowing for a lighter, more organized tool bag.
- **Professional-Grade Construction:** Designed to withstand the demanding environment of daily job site use.
- **Easy Installation:** Quick and intuitive setup ensures you spend less time adjusting tools and more time finishing.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Angle Head Ball Adapter |
| SKU | AHA |
| UPC | 824149008846 |
| Compatibility | Columbia One Handle |
| Application | Glazing Handle Conversion |",AHA,824149008846,The Columbia AHA Ball Adaptor fits onto the Columbia One Handle to allow it to be used as a glazing handle.
